,history,predict
1178_2016-05-27_22_6,235.0,253.85684
1178_2016-05-27_23_6,67.0,89.90311
1178_2016-05-28_0_6,78.0,84.00348
1178_2016-05-28_1_6,79.0,94.90227
1178_2016-05-28_2_6,149.0,143.54626
1178_2016-05-28_3_6,211.0,187.72765
1178_2016-05-28_4_6,236.0,259.196
1178_2016-05-28_5_6,318.0,317.40796
1178_2016-05-28_6_6,381.0,409.6094
1178_2016-05-28_7_6,461.0,462.92108
1178_2016-05-28_8_6,561.0,493.7305
1178_2016-05-28_9_6,557.0,511.36487
1178_2016-05-28_10_6,521.0,434.13654
1178_2016-05-28_11_6,553.0,528.8846
1178_2016-05-28_12_6,608.0,621.1854
1178_2016-05-28_13_6,565.0,654.07184
1178_2016-05-28_14_6,568.0,650.51215
1178_2016-05-28_15_6,626.0,685.97375
1178_2016-05-28_16_6,644.0,805.1816
1178_2016-05-28_17_6,698.0,863.61224
1178_2016-05-28_18_6,683.0,912.90607
1178_2016-05-28_19_6,617.0,1000.40027
1178_2016-05-28_20_6,585.0,881.9629
1178_2016-05-28_21_6,422.0,674.3537
1178_2016-05-28_22_6,243.0,287.3619
1178_2016-05-28_23_6,70.0,88.07066
1178_2016-05-29_0_6,44.0,57.982445
1178_2016-05-29_1_6,55.0,80.79354
1178_2016-05-29_2_6,88.0,105.77067
1178_2016-05-29_3_6,153.0,150.75072
1178_2016-05-29_4_6,191.0,199.65312
1178_2016-05-29_5_6,274.0,260.29138
1178_2016-05-29_6_6,325.0,303.57202
1178_2016-05-29_7_6,405.0,382.85077
1178_2016-05-29_8_6,494.0,438.1191
1178_2016-05-29_9_6,460.0,445.78757
1178_2016-05-29_10_6,482.0,406.68793
1178_2016-05-29_11_6,445.0,452.70248
1178_2016-05-29_12_6,471.0,483.0494
1178_2016-05-29_13_6,486.0,456.0951
1178_2016-05-29_14_6,446.0,447.984
1178_2016-05-29_15_6,446.0,448.94742
1178_2016-05-29_16_6,467.0,410.39822
1178_2016-05-29_17_6,517.0,326.00635
1178_2016-05-29_18_6,472.0,269.36487
1178_2016-05-29_19_6,425.0,169.5094
1178_2016-05-29_20_6,263.0,125.85361
1178_2016-05-29_21_6,159.0,69.44502
1178_2016-05-29_22_6,102.0,65.25631
1178_2016-05-29_23_6,55.0,59.70074
1178_2016-05-30_0_6,34.0,112.752205
1178_2016-05-30_1_6,62.0,200.87842
1178_2016-05-30_2_6,70.0,259.35016
1178_2016-05-30_3_6,121.0,277.21924
1178_2016-05-30_4_6,153.0,225.56224
1178_2016-05-30_5_6,183.0,242.30647
1178_2016-05-30_6_6,281.0,263.32202
1178_2016-05-30_7_6,347.0,281.08655
1178_2016-05-30_8_6,397.0,317.43423
1178_2016-05-30_9_6,381.0,318.9692
1178_2016-05-30_10_6,457.0,315.8066
1178_2016-05-30_11_6,450.0,391.01474
1178_2016-05-30_12_6,438.0,517.1939
1178_2016-05-30_13_6,436.0,574.222
1178_2016-05-30_14_6,393.0,587.4839
1178_2016-05-30_15_6,428.0,614.9955
1178_2016-05-30_16_6,353.0,604.4169
1178_2016-05-30_17_6,341.0,490.73822
1178_2016-05-30_18_6,209.0,311.59137
1178_2016-05-30_19_6,144.0,203.82774
1178_2016-05-30_20_6,72.0,129.75398
1178_2016-05-30_21_6,58.0,84.14811
1178_2016-05-30_22_6,52.0,63.846035
1178_2016-05-30_23_6,62.0,50.52105
1178_2016-05-31_0_6,127.0,101.71148
1178_2016-05-31_1_6,216.0,161.04817
1178_2016-05-31_2_6,243.0,220.80705
1178_2016-05-31_3_6,275.0,267.40317
1178_2016-05-31_4_6,234.0,242.45424
1178_2016-05-31_5_6,246.0,247.74074
1178_2016-05-31_6_6,303.0,289.77582
1178_2016-05-31_7_6,320.0,332.40555
1178_2016-05-31_8_6,383.0,358.4325
1178_2016-05-31_9_6,333.0,339.34485
1178_2016-05-31_10_6,291.0,321.57703
1178_2016-05-31_11_6,400.0,419.2335
1178_2016-05-31_12_6,478.0,527.25366
1178_2016-05-31_13_6,567.0,589.76746
1178_2016-05-31_14_6,611.0,643.13696
1178_2016-05-31_15_6,602.0,687.4598
1178_2016-05-31_16_6,541.0,660.3642
1178_2016-05-31_17_6,431.0,603.45667
1179_2016-04-30_23_6,110.0,109.81978
1179_2016-05-01_0_6,71.0,106.99313
1179_2016-05-01_1_6,127.0,156.68585
1179_2016-05-01_2_6,179.0,200.04749
1179_2016-05-01_3_6,260.0,316.70053
1179_2016-05-01_4_6,456.0,466.1966
1179_2016-05-01_5_6,599.0,552.07117
1179_2016-05-01_6_6,747.0,649.4654
1179_2016-05-01_7_6,671.0,666.7228
1179_2016-05-01_8_6,651.0,646.79004
1179_2016-05-01_9_6,655.0,631.1935
1179_2016-05-01_10_6,639.0,585.44464
1179_2016-05-01_11_6,683.0,641.84845
1179_2016-05-01_12_6,728.0,703.5446
1179_2016-05-01_13_6,669.0,653.4239
1179_2016-05-01_14_6,550.0,571.48035
1179_2016-05-01_15_6,445.0,533.0831
1179_2016-05-01_16_6,391.0,468.0618
1179_2016-05-01_17_6,277.0,315.81564
1179_2016-05-01_18_6,181.0,215.5499
1179_2016-05-01_19_6,120.0,115.53398
1179_2016-05-01_20_6,62.0,79.04407
1179_2016-05-01_21_6,53.0,57.268517
1179_2016-05-01_22_6,71.0,68.974915
1179_2016-05-01_23_6,94.0,103.595764
1179_2016-05-02_0_6,251.0,231.35896
1179_2016-05-02_1_6,496.0,440.32538
1179_2016-05-02_2_6,586.0,563.1139
1179_2016-05-02_3_6,569.0,570.9709
1179_2016-05-02_4_6,490.0,456.89502
1179_2016-05-02_5_6,455.0,462.9617
1179_2016-05-02_6_6,489.0,508.4608
1179_2016-05-02_7_6,491.0,513.416
1179_2016-05-02_8_6,525.0,575.1019
1179_2016-05-02_9_6,579.0,571.8854
1179_2016-05-02_10_6,487.0,516.27905
1179_2016-05-02_11_6,579.0,627.9948
1179_2016-05-02_12_6,707.0,778.9736
1179_2016-05-02_13_6,739.0,795.59344
1179_2016-05-02_14_6,729.0,726.573
1179_2016-05-02_15_6,670.0,681.12756
1179_2016-05-02_16_6,547.0,562.8314
1179_2016-05-02_17_6,468.0,396.55618
1179_2016-05-02_18_6,263.0,237.43639
1179_2016-05-02_19_6,136.0,133.78711
1179_2016-05-02_20_6,99.0,75.123375
1179_2016-05-02_21_6,74.0,50.439194
1179_2016-05-02_22_6,60.0,47.9879
1179_2016-05-02_23_6,129.0,95.500534
1179_2016-05-03_0_6,301.0,267.7853
1179_2016-05-03_1_6,521.0,494.80142
1179_2016-05-03_2_6,632.0,639.3897
1179_2016-05-03_3_6,713.0,653.7474
1179_2016-05-03_4_6,630.0,531.4876
1179_2016-05-03_5_6,547.0,515.75073
1179_2016-05-03_6_6,462.0,553.1449
1179_2016-05-03_7_6,505.0,547.36
1179_2016-05-03_8_6,611.0,577.75104
1179_2016-05-03_9_6,610.0,611.752
1179_2016-05-03_10_6,482.0,521.68713
1179_2016-05-03_11_6,668.0,632.0199
1179_2016-05-03_12_6,897.0,793.23663
1179_2016-05-03_13_6,869.0,854.65173
1179_2016-05-03_14_6,815.0,862.5047
1179_2016-05-03_15_6,790.0,800.2865
1179_2016-05-03_16_6,686.0,692.8874
1179_2016-05-03_17_6,476.0,549.9272
1179_2016-05-03_18_6,286.0,332.66373
1179_2016-05-03_19_6,147.0,165.53569
1179_2016-05-03_20_6,90.0,90.49151
1179_2016-05-03_21_6,61.0,54.714115
1179_2016-05-03_22_6,51.0,60.042965
1179_2016-05-03_23_6,107.0,107.362175
1179_2016-05-04_0_6,308.0,271.95236
1179_2016-05-04_1_6,504.0,500.6313
1179_2016-05-04_2_6,597.0,648.88824
1179_2016-05-04_3_6,707.0,688.5029
1179_2016-05-04_4_6,584.0,574.0267
1179_2016-05-04_5_6,550.0,557.3855
1179_2016-05-04_6_6,553.0,564.3651
1179_2016-05-04_7_6,591.0,548.44904
1179_2016-05-04_8_6,690.0,587.7611
1179_2016-05-04_9_6,567.0,581.2467
1179_2016-05-04_10_6,545.0,480.67856
1179_2016-05-04_11_6,690.0,618.46045
1179_2016-05-04_12_6,835.0,805.3012
1179_2016-05-04_13_6,863.0,869.35126
1179_2016-05-04_14_6,884.0,857.6603
1179_2016-05-04_15_6,830.0,806.00507
1179_2016-05-04_16_6,717.0,714.52167
1179_2016-05-04_17_6,658.0,595.2426
1179_2016-05-04_18_6,362.0,362.79678
1179_2016-05-04_19_6,211.0,194.54214
1179_2016-05-04_20_6,103.0,118.50666
1179_2016-05-04_21_6,84.0,66.756744
1179_2016-05-04_22_6,61.0,58.856247
1179_2016-05-04_23_6,126.0,118.568634
1179_2016-05-05_0_6,312.0,285.60245
1179_2016-05-05_1_6,534.0,486.68005
1179_2016-05-05_2_6,658.0,605.4629
1179_2016-05-05_3_6,693.0,663.44836
1179_2016-05-05_4_6,556.0,548.8447
1179_2016-05-05_5_6,530.0,537.6305
1179_2016-05-05_6_6,570.0,564.3618
1179_2016-05-05_7_6,561.0,591.372
1179_2016-05-05_8_6,602.0,623.4935
1179_2016-05-05_9_6,564.0,583.3948
1179_2016-05-05_10_6,528.0,498.0601
1179_2016-05-05_11_6,608.0,639.80286
1179_2016-05-05_12_6,836.0,822.98755
1179_2016-05-05_13_6,896.0,884.9662
1179_2016-05-05_14_6,899.0,879.84454
1179_2016-05-05_15_6,845.0,827.673
1179_2016-05-05_16_6,634.0,706.86334
1179_2016-05-05_17_6,474.0,654.0999
1179_2016-05-05_18_6,572.0,533.893
1179_2016-05-05_19_6,343.0,311.29584
1179_2016-05-05_20_6,292.0,177.92767
1179_2016-05-05_21_6,167.0,107.1742
1179_2016-05-05_22_6,100.0,84.45785
1179_2016-05-05_23_6,124.0,109.92694
1179_2016-05-06_0_6,275.0,274.37524
1179_2016-05-06_1_6,466.0,474.402
1179_2016-05-06_2_6,533.0,610.3778
1179_2016-05-06_3_6,705.0,663.07983
1179_2016-05-06_4_6,647.0,548.4606
1179_2016-05-06_5_6,641.0,542.0721
1179_2016-05-06_6_6,604.0,572.7838
1179_2016-05-06_7_6,507.0,561.36975
1179_2016-05-06_8_6,570.0,606.1521
1179_2016-05-06_9_6,537.0,578.28046
1179_2016-05-06_10_6,440.0,513.5976
1179_2016-05-06_11_6,643.0,628.965
1179_2016-05-06_12_6,850.0,834.01465
1179_2016-05-06_13_6,894.0,893.1113
1179_2016-05-06_14_6,803.0,854.0336
1179_2016-05-06_15_6,816.0,849.08295
1179_2016-05-06_16_6,798.0,833.58405
1179_2016-05-06_17_6,767.0,685.6041
1179_2016-05-06_18_6,664.0,714.7059
1179_2016-05-06_19_6,543.0,596.67633
1179_2016-05-06_20_6,429.0,459.46155
1179_2016-05-06_21_6,269.0,311.27515
1179_2016-05-06_22_6,185.0,187.09476
1179_2016-05-06_23_6,97.0,111.71407
1179_2016-05-07_0_6,105.0,111.460754
1179_2016-05-07_1_6,186.0,178.41757
1179_2016-05-07_2_6,295.0,273.93094
1179_2016-05-07_3_6,515.0,450.6563
1179_2016-05-07_4_6,617.0,576.1353
1179_2016-05-07_5_6,657.0,648.57135
1179_2016-05-07_6_6,743.0,691.62604
1179_2016-05-07_7_6,833.0,703.743
1179_2016-05-07_8_6,804.0,693.5381
1179_2016-05-07_9_6,749.0,714.78503
1179_2016-05-07_10_6,623.0,611.9532
1179_2016-05-07_11_6,720.0,662.657
1179_2016-05-07_12_6,823.0,840.7677
1179_2016-05-07_13_6,894.0,924.83704
1179_2016-05-07_14_6,771.0,828.5876
1179_2016-05-07_15_6,788.0,839.1319
1179_2016-05-07_16_6,839.0,848.5565
1179_2016-05-07_17_6,890.0,816.6286
1179_2016-05-07_18_6,773.0,746.263
1179_2016-05-07_19_6,654.0,640.093
1179_2016-05-07_20_6,465.0,467.09656
1179_2016-05-07_21_6,280.0,319.99274
1179_2016-05-07_22_6,223.0,223.19623
1179_2016-05-07_23_6,95.0,116.860565
1179_2016-05-08_0_6,88.0,98.319954
1179_2016-05-08_1_6,133.0,143.51419
1179_2016-05-08_2_6,195.0,195.68568
1179_2016-05-08_3_6,290.0,317.52466
1179_2016-05-08_4_6,475.0,468.62683
1179_2016-05-08_5_6,566.0,566.7583
1179_2016-05-08_6_6,623.0,652.57605
1179_2016-05-08_7_6,612.0,677.1481
1179_2016-05-08_8_6,608.0,667.0894
1179_2016-05-08_9_6,571.0,631.811
1179_2016-05-08_10_6,551.0,591.9082
1179_2016-05-08_11_6,527.0,636.4058
1179_2016-05-08_12_6,611.0,686.0831
1179_2016-05-08_13_6,551.0,633.1662
1179_2016-05-08_14_6,529.0,553.0996
1179_2016-05-08_15_6,446.0,502.27686
1179_2016-05-08_16_6,392.0,438.91138
1179_2016-05-08_17_6,299.0,307.72705
1179_2016-05-08_18_6,199.0,208.01817
1179_2016-05-08_19_6,127.0,126.052795
1179_2016-05-08_20_6,70.0,76.90081
1179_2016-05-08_21_6,82.0,57.801796
1179_2016-05-08_22_6,63.0,72.67858
1179_2016-05-08_23_6,114.0,98.93051
1179_2016-05-09_0_6,262.0,227.58162
1179_2016-05-09_1_6,457.0,436.50705
1179_2016-05-09_2_6,547.0,547.7107
1179_2016-05-09_3_6,564.0,552.9976
1179_2016-05-09_4_6,415.0,469.66776
1179_2016-05-09_5_6,447.0,454.07846
1179_2016-05-09_6_6,461.0,483.42136
1179_2016-05-09_7_6,473.0,500.9907
1179_2016-05-09_8_6,565.0,550.8247
1179_2016-05-09_9_6,565.0,546.97296
1179_2016-05-09_10_6,495.0,480.31775
1179_2016-05-09_11_6,583.0,575.9446
1179_2016-05-09_12_6,767.0,711.8643
1179_2016-05-09_13_6,677.0,755.7083
1179_2016-05-09_14_6,707.0,713.9922
1179_2016-05-09_15_6,672.0,664.166
1179_2016-05-09_16_6,607.0,553.89417
1179_2016-05-09_17_6,400.0,397.77258
1179_2016-05-09_18_6,321.0,252.49957
1179_2016-05-09_19_6,150.0,142.60056
1179_2016-05-09_20_6,114.0,83.77139
1179_2016-05-09_21_6,49.0,55.976658
1179_2016-05-09_22_6,46.0,53.2586
1179_2016-05-09_23_6,110.0,100.855064
1179_2016-05-10_0_6,262.0,272.99088
1179_2016-05-10_1_6,509.0,492.29605
1179_2016-05-10_2_6,588.0,623.03796
1179_2016-05-10_3_6,557.0,641.51263
1179_2016-05-10_4_6,496.0,514.5504
1179_2016-05-10_5_6,460.0,516.4606
1179_2016-05-10_6_6,485.0,516.82855
1179_2016-05-10_7_6,483.0,529.7727
1179_2016-05-10_8_6,574.0,577.3499
1179_2016-05-10_9_6,556.0,558.36865
1179_2016-05-10_10_6,512.0,484.01987
1179_2016-05-10_11_6,620.0,616.438
1179_2016-05-10_12_6,816.0,799.38617
1179_2016-05-10_13_6,793.0,826.8648
1179_2016-05-10_14_6,859.0,828.76416
1179_2016-05-10_15_6,725.0,771.10156
1179_2016-05-10_16_6,641.0,695.6037
1179_2016-05-10_17_6,529.0,524.35443
1179_2016-05-10_18_6,284.0,322.5393
1179_2016-05-10_19_6,165.0,164.02483
1179_2016-05-10_20_6,98.0,94.06643
1179_2016-05-10_21_6,58.0,55.369568
1179_2016-05-10_22_6,65.0,53.330845
1179_2016-05-10_23_6,107.0,101.904274
1179_2016-05-11_0_6,277.0,253.79536
1179_2016-05-11_1_6,515.0,489.86456
1179_2016-05-11_2_6,591.0,625.1372
1179_2016-05-11_3_6,608.0,644.8354
1179_2016-05-11_4_6,522.0,554.7258
1179_2016-05-11_5_6,515.0,519.4829
1179_2016-05-11_6_6,560.0,558.77
1179_2016-05-11_7_6,581.0,553.2565
1179_2016-05-11_8_6,606.0,585.74677
1179_2016-05-11_9_6,583.0,554.6417
1179_2016-05-11_10_6,456.0,482.61508
1179_2016-05-11_11_6,565.0,606.6536
1179_2016-05-11_12_6,731.0,787.5241
1179_2016-05-11_13_6,812.0,847.94965
1179_2016-05-11_14_6,796.0,861.43475
1179_2016-05-11_15_6,834.0,804.2943
1179_2016-05-11_16_6,720.0,690.33813
1179_2016-05-11_17_6,599.0,599.58453
1179_2016-05-11_18_6,402.0,363.38226
1179_2016-05-11_19_6,198.0,201.91393
1179_2016-05-11_20_6,134.0,110.07616
1179_2016-05-11_21_6,92.0,72.037834
1179_2016-05-11_22_6,91.0,59.332657
1179_2016-05-11_23_6,129.0,111.15463
1179_2016-05-12_0_6,274.0,275.6486
1179_2016-05-12_1_6,484.0,479.86975
1179_2016-05-12_2_6,573.0,606.73956
1179_2016-05-12_3_6,569.0,623.915
1179_2016-05-12_4_6,473.0,533.8162
1179_2016-05-12_5_6,499.0,515.09534
1179_2016-05-12_6_6,452.0,558.8845
1179_2016-05-12_7_6,493.0,568.60724
1179_2016-05-12_8_6,535.0,587.6825
1179_2016-05-12_9_6,487.0,562.1394
1179_2016-05-12_10_6,421.0,466.12387
1179_2016-05-12_11_6,572.0,585.9587
1179_2016-05-12_12_6,755.0,752.9717
1179_2016-05-12_13_6,917.0,838.3233
1179_2016-05-12_14_6,846.0,840.3434
1179_2016-05-12_15_6,782.0,802.95905
1179_2016-05-12_16_6,563.0,658.4858
1179_2016-05-12_17_6,512.0,606.1358
1179_2016-05-12_18_6,533.0,534.2475
1179_2016-05-12_19_6,283.0,319.86353
1179_2016-05-12_20_6,191.0,180.22185
1179_2016-05-12_21_6,89.0,114.78878
1179_2016-05-12_22_6,90.0,90.138374
1179_2016-05-12_23_6,109.0,107.95831
1179_2016-05-13_0_6,263.0,247.75374
1179_2016-05-13_1_6,456.0,420.39993
1179_2016-05-13_2_6,592.0,542.72076
1179_2016-05-13_3_6,601.0,586.6608
1179_2016-05-13_4_6,517.0,487.02887
1179_2016-05-13_5_6,576.0,512.71405
1179_2016-05-13_6_6,582.0,535.0382
1179_2016-05-13_7_6,484.0,519.8014
1179_2016-05-13_8_6,572.0,572.2991
1179_2016-05-13_9_6,470.0,525.9509
1179_2016-05-13_10_6,407.0,455.79285
1179_2016-05-13_11_6,511.0,600.1339
1179_2016-05-13_12_6,672.0,797.8722
1179_2016-05-13_13_6,811.0,874.4412
1179_2016-05-13_14_6,829.0,818.52466
1179_2016-05-13_15_6,806.0,794.0322
1179_2016-05-13_16_6,878.0,801.04926
1179_2016-05-13_17_6,866.0,660.0771
1179_2016-05-13_18_6,777.0,651.66595
1179_2016-05-13_19_6,581.0,561.69385
1179_2016-05-13_20_6,439.0,439.75507
1179_2016-05-13_21_6,340.0,276.89526
1179_2016-05-13_22_6,206.0,181.33292
1179_2016-05-13_23_6,114.0,107.1065
1179_2016-05-14_0_6,120.0,115.34908
1179_2016-05-14_1_6,181.0,189.22136
1179_2016-05-14_2_6,299.0,280.7013
1179_2016-05-14_3_6,495.0,439.5409
1179_2016-05-14_4_6,661.0,532.2703
1179_2016-05-14_5_6,660.0,622.9883
1179_2016-05-14_6_6,738.0,679.90735
1179_2016-05-14_7_6,738.0,683.1175
1179_2016-05-14_8_6,712.0,674.3512
1179_2016-05-14_9_6,671.0,680.5316
1179_2016-05-14_10_6,596.0,601.55176
1179_2016-05-14_11_6,665.0,636.5688
1179_2016-05-14_12_6,702.0,791.1049
1179_2016-05-14_13_6,808.0,868.1324
1179_2016-05-14_14_6,847.0,814.75024
1179_2016-05-14_15_6,828.0,814.6216
1179_2016-05-14_16_6,868.0,868.46155
1179_2016-05-14_17_6,803.0,838.54614
1179_2016-05-14_18_6,687.0,771.4695
1179_2016-05-14_19_6,633.0,642.6584
1179_2016-05-14_20_6,513.0,461.80988
1179_2016-05-14_21_6,374.0,318.83774
1179_2016-05-14_22_6,241.0,223.81136
1179_2016-05-14_23_6,129.0,105.28446
1179_2016-05-15_0_6,92.0,89.58934
1179_2016-05-15_1_6,148.0,136.50145
1179_2016-05-15_2_6,196.0,198.49132
1179_2016-05-15_3_6,331.0,306.58456
1179_2016-05-15_4_6,485.0,468.3826
1179_2016-05-15_5_6,636.0,549.72577
1179_2016-05-15_6_6,685.0,631.2014
1179_2016-05-15_7_6,673.0,645.3613
1179_2016-05-15_8_6,613.0,615.7453
1179_2016-05-15_9_6,597.0,608.4885
1179_2016-05-15_10_6,522.0,563.6975
1179_2016-05-15_11_6,607.0,617.0191
1179_2016-05-15_12_6,754.0,654.48267
1179_2016-05-15_13_6,673.0,621.9124
1179_2016-05-15_14_6,596.0,559.0454
1179_2016-05-15_15_6,518.0,512.3921
1179_2016-05-15_16_6,512.0,444.947
1179_2016-05-15_17_6,363.0,325.1279
1179_2016-05-15_18_6,221.0,222.15793
1179_2016-05-15_19_6,108.0,135.17485
1179_2016-05-15_20_6,65.0,75.42506
1179_2016-05-15_21_6,67.0,68.85735
1179_2016-05-15_22_6,56.0,77.55345
1179_2016-05-15_23_6,92.0,118.03249
1179_2016-05-16_0_6,283.0,239.1284
1179_2016-05-16_1_6,456.0,445.47937
1179_2016-05-16_2_6,586.0,547.3189
1179_2016-05-16_3_6,571.0,543.7172
1179_2016-05-16_4_6,447.0,450.0527
1179_2016-05-16_5_6,441.0,446.8512
1179_2016-05-16_6_6,491.0,492.13406
1179_2016-05-16_7_6,486.0,511.46915
1179_2016-05-16_8_6,578.0,563.4662
1179_2016-05-16_9_6,548.0,565.174
1179_2016-05-16_10_6,478.0,491.12393
1179_2016-05-16_11_6,605.0,598.5572
1179_2016-05-16_12_6,744.0,753.74
1179_2016-05-16_13_6,809.0,767.7757
1179_2016-05-16_14_6,842.0,733.3595
1179_2016-05-16_15_6,761.0,679.5511
1179_2016-05-16_16_6,663.0,593.3302
1179_2016-05-16_17_6,480.0,417.2987
1179_2016-05-16_18_6,317.0,256.221
1179_2016-05-16_19_6,181.0,144.20807
1179_2016-05-16_20_6,103.0,96.09453
1179_2016-05-16_21_6,66.0,62.953262
1179_2016-05-16_22_6,64.0,52.24679
1179_2016-05-16_23_6,113.0,110.886604
1179_2016-05-17_0_6,261.0,286.00827
1179_2016-05-17_1_6,504.0,503.97983
1179_2016-05-17_2_6,607.0,628.97614
1179_2016-05-17_3_6,651.0,645.4873
1179_2016-05-17_4_6,580.0,530.4222
1179_2016-05-17_5_6,561.0,513.8296
1179_2016-05-17_6_6,554.0,541.98267
1179_2016-05-17_7_6,553.0,540.8924
1179_2016-05-17_8_6,631.0,589.4693
1179_2016-05-17_9_6,576.0,578.3586
1179_2016-05-17_10_6,477.0,509.9964
1179_2016-05-17_11_6,628.0,631.0449
1179_2016-05-17_12_6,812.0,818.95764
1179_2016-05-17_13_6,883.0,860.159
1179_2016-05-17_14_6,891.0,881.15594
1179_2016-05-17_15_6,759.0,806.8625
1179_2016-05-17_16_6,562.0,713.34247
1179_2016-05-17_17_6,591.0,560.30554
1179_2016-05-17_18_6,325.0,337.24332
1179_2016-05-17_19_6,199.0,172.08719
1179_2016-05-17_20_6,116.0,101.19757
1179_2016-05-17_21_6,60.0,62.44495
1179_2016-05-17_22_6,61.0,57.018307
1179_2016-05-17_23_6,117.0,108.99273
1179_2016-05-18_0_6,276.0,265.93964
1179_2016-05-18_1_6,525.0,495.50204
1179_2016-05-18_2_6,584.0,639.3904
1179_2016-05-18_3_6,701.0,672.5094
1179_2016-05-18_4_6,555.0,569.1677
1179_2016-05-18_5_6,559.0,562.333
1179_2016-05-18_6_6,574.0,579.60144
1179_2016-05-18_7_6,568.0,567.68384
1179_2016-05-18_8_6,612.0,600.6851
1179_2016-05-18_9_6,500.0,587.51215
1179_2016-05-18_10_6,398.0,474.83362
1179_2016-05-18_11_6,602.0,600.65497
1179_2016-05-18_12_6,793.0,787.97455
1179_2016-05-18_13_6,909.0,865.9846
1179_2016-05-18_14_6,964.0,863.8977
1179_2016-05-18_15_6,829.0,796.4623
1179_2016-05-18_16_6,615.0,678.018
1179_2016-05-18_17_6,559.0,616.1375
1179_2016-05-18_18_6,349.0,387.126
1179_2016-05-18_19_6,199.0,206.81483
1179_2016-05-18_20_6,132.0,127.73743
1179_2016-05-18_21_6,77.0,79.30854
1179_2016-05-18_22_6,73.0,62.809814
1179_2016-05-18_23_6,118.0,109.057884
1179_2016-05-19_0_6,280.0,267.66254
1179_2016-05-19_1_6,470.0,484.00894
1179_2016-05-19_2_6,537.0,593.6862
1179_2016-05-19_3_6,642.0,642.06805
1179_2016-05-19_4_6,512.0,534.0364
1179_2016-05-19_5_6,557.0,529.64795
1179_2016-05-19_6_6,557.0,552.31995
1179_2016-05-19_7_6,620.0,563.795
1179_2016-05-19_8_6,584.0,583.08417
1179_2016-05-19_9_6,525.0,547.0301
1179_2016-05-19_10_6,419.0,453.4966
1179_2016-05-19_11_6,586.0,601.55396
1179_2016-05-19_12_6,891.0,758.1728
1179_2016-05-19_13_6,919.0,877.8955
1179_2016-05-19_14_6,896.0,875.01764
1179_2016-05-19_15_6,790.0,812.59204
1179_2016-05-19_16_6,603.0,656.08905
1179_2016-05-19_17_6,564.0,606.2273
1179_2016-05-19_18_6,513.0,539.3977
1179_2016-05-19_19_6,266.0,312.1829
1179_2016-05-19_20_6,177.0,183.98743
1179_2016-05-19_21_6,107.0,110.54348
1179_2016-05-19_22_6,99.0,89.249466
1179_2016-05-19_23_6,132.0,112.31127
1179_2016-05-20_0_6,271.0,253.40627
1179_2016-05-20_1_6,454.0,442.43924
1179_2016-05-20_2_6,616.0,553.2718
1179_2016-05-20_3_6,668.0,607.35443
1179_2016-05-20_4_6,511.0,519.6579
1179_2016-05-20_5_6,527.0,542.0574
1179_2016-05-20_6_6,540.0,560.1318
1179_2016-05-20_7_6,496.0,548.4535
1179_2016-05-20_8_6,574.0,584.4253
1179_2016-05-20_9_6,477.0,547.8906
1179_2016-05-20_10_6,369.0,456.84677
1179_2016-05-20_11_6,537.0,581.54346
1179_2016-05-20_12_6,752.0,799.9572
1179_2016-05-20_13_6,881.0,848.5994
1179_2016-05-20_14_6,825.0,832.9241
1179_2016-05-20_15_6,778.0,796.0991
1179_2016-05-20_16_6,810.0,802.1936
1179_2016-05-20_17_6,540.0,683.1827
1179_2016-05-20_18_6,528.0,668.1049
1179_2016-05-20_19_6,593.0,559.2757
1179_2016-05-20_20_6,403.0,433.86896
1179_2016-05-20_21_6,280.0,295.19705
1179_2016-05-20_22_6,222.0,181.84106
1179_2016-05-20_23_6,130.0,102.8481
1179_2016-05-21_0_6,131.0,111.47444
1179_2016-05-21_1_6,194.0,178.44128
1179_2016-05-21_2_6,310.0,255.54913
1179_2016-05-21_3_6,483.0,433.13162
1179_2016-05-21_4_6,571.0,512.2114
1179_2016-05-21_5_6,665.0,601.5712
1179_2016-05-21_6_6,659.0,657.754
1179_2016-05-21_7_6,666.0,672.163
1179_2016-05-21_8_6,614.0,674.02563
1179_2016-05-21_9_6,557.0,663.3023
1179_2016-05-21_10_6,529.0,554.6794
1179_2016-05-21_11_6,623.0,631.2066
1179_2016-05-21_12_6,900.0,777.23535
1179_2016-05-21_13_6,900.0,872.5198
1179_2016-05-21_14_6,682.0,796.37354
1179_2016-05-21_15_6,791.0,776.862
1179_2016-05-21_16_6,830.0,815.95886
1179_2016-05-21_17_6,669.0,752.4399
1179_2016-05-21_18_6,704.0,701.99225
1179_2016-05-21_19_6,604.0,638.1972
1179_2016-05-21_20_6,455.0,441.73517
1179_2016-05-21_21_6,291.0,313.07825
1179_2016-05-21_22_6,202.0,224.92377
1179_2016-05-21_23_6,94.0,105.173676
1179_2016-05-22_0_6,90.0,93.33957
1179_2016-05-22_1_6,148.0,139.02637
1179_2016-05-22_2_6,211.0,188.56766
1179_2016-05-22_3_6,309.0,279.26755
1179_2016-05-22_4_6,409.0,430.24112
1179_2016-05-22_5_6,568.0,523.61005
1179_2016-05-22_6_6,609.0,585.176
1179_2016-05-22_7_6,573.0,618.2838
1179_2016-05-22_8_6,615.0,597.4238
1179_2016-05-22_9_6,663.0,571.3475
1179_2016-05-22_10_6,549.0,531.15027
1179_2016-05-22_11_6,585.0,590.8108
