,history,predict
1179_2016-05-02_12_1,491.0,494.27344
1179_2016-05-02_13_1,525.0,545.02325
1179_2016-05-02_14_1,579.0,547.0502
1179_2016-05-02_15_1,487.0,529.3875
1179_2016-05-02_16_1,579.0,607.22504
1179_2016-05-02_17_1,707.0,743.0584
1179_2016-05-02_18_1,739.0,768.0399
1179_2016-05-02_19_1,729.0,693.2672
1179_2016-05-02_20_1,670.0,687.76355
1179_2016-05-02_21_1,547.0,562.4741
1179_2016-05-02_22_1,468.0,386.8317
1179_2016-05-02_23_1,263.0,290.58252
1179_2016-05-03_0_1,136.0,139.22408
1179_2016-05-03_1_1,99.0,74.82378
1179_2016-05-03_2_1,74.0,60.37618
1179_2016-05-03_3_1,60.0,65.07193
1179_2016-05-03_4_1,129.0,104.14247
1179_2016-05-03_5_1,301.0,283.7152
1179_2016-05-03_6_1,521.0,525.657
1179_2016-05-03_7_1,632.0,652.2854
1179_2016-05-03_8_1,713.0,639.9231
1179_2016-05-03_9_1,630.0,576.1161
1179_2016-05-03_10_1,547.0,579.61365
1179_2016-05-03_11_1,462.0,568.748
1179_2016-05-03_12_1,505.0,493.58087
1179_2016-05-03_13_1,611.0,553.04315
1179_2016-05-03_14_1,610.0,595.6187
1179_2016-05-03_15_1,482.0,519.7878
1179_2016-05-03_16_1,668.0,622.428
1179_2016-05-03_17_1,897.0,836.8745
1179_2016-05-03_18_1,869.0,922.2306
1179_2016-05-03_19_1,815.0,860.615
1179_2016-05-03_20_1,790.0,775.2291
1179_2016-05-03_21_1,686.0,694.6441
1179_2016-05-03_22_1,476.0,537.476
1179_2016-05-03_23_1,286.0,283.41574
1179_2016-05-04_0_1,147.0,164.85191
1179_2016-05-04_1_1,90.0,83.61842
1179_2016-05-04_2_1,61.0,55.62012
1179_2016-05-04_3_1,51.0,60.174107
1179_2016-05-04_4_1,107.0,102.899704
1179_2016-05-04_5_1,308.0,277.68994
1179_2016-05-04_6_1,504.0,527.6874
1179_2016-05-04_7_1,597.0,657.408
1179_2016-05-04_8_1,707.0,654.2727
1179_2016-05-04_9_1,584.0,598.3465
1179_2016-05-04_10_1,550.0,547.27014
1179_2016-05-04_11_1,553.0,561.876
1179_2016-05-04_12_1,591.0,548.35364
1179_2016-05-04_13_1,690.0,615.6896
1179_2016-05-04_14_1,567.0,632.96814
1179_2016-05-04_15_1,545.0,480.09006
1179_2016-05-04_16_1,690.0,659.49677
1179_2016-05-04_17_1,835.0,855.1265
1179_2016-05-04_18_1,863.0,891.1022
1179_2016-05-04_19_1,884.0,853.5557
1179_2016-05-04_20_1,830.0,837.8101
1179_2016-05-04_21_1,717.0,712.5397
1179_2016-05-04_22_1,658.0,587.55634
1179_2016-05-04_23_1,362.0,394.9001
1179_2016-05-05_0_1,211.0,188.79016
1179_2016-05-05_1_1,103.0,112.29464
1179_2016-05-05_2_1,84.0,62.258938
1179_2016-05-05_3_1,61.0,70.10011
1179_2016-05-05_4_1,126.0,109.79897
1179_2016-05-05_5_1,312.0,293.76187
1179_2016-05-05_6_1,534.0,515.12317
1179_2016-05-05_7_1,658.0,640.68164
1179_2016-05-05_8_1,693.0,691.47626
1179_2016-05-05_9_1,556.0,576.14453
1179_2016-05-05_10_1,530.0,543.41534
1179_2016-05-05_11_1,570.0,560.32465
1179_2016-05-05_12_1,561.0,592.81256
1179_2016-05-05_13_1,602.0,604.5181
1179_2016-05-05_14_1,564.0,559.9495
1179_2016-05-05_15_1,528.0,490.527
1179_2016-05-05_16_1,608.0,652.3126
1179_2016-05-05_17_1,836.0,786.40173
1179_2016-05-05_18_1,896.0,897.8923
1179_2016-05-05_19_1,899.0,878.41425
1179_2016-05-05_20_1,845.0,841.4442
1179_2016-05-05_21_1,634.0,715.6258
1179_2016-05-05_22_1,474.0,609.5046
1179_2016-05-05_23_1,572.0,432.40213
1179_2016-05-06_0_1,343.0,330.74854
1179_2016-05-06_1_1,292.0,192.53806
1179_2016-05-06_2_1,167.0,162.11945
1179_2016-05-06_3_1,100.0,111.45842
1179_2016-05-06_4_1,124.0,120.53669
1179_2016-05-06_5_1,275.0,266.415
1179_2016-05-06_6_1,466.0,478.34464
1179_2016-05-06_7_1,533.0,604.5466
1179_2016-05-06_8_1,705.0,606.5625
1179_2016-05-06_9_1,647.0,583.8995
1179_2016-05-06_10_1,641.0,607.38855
1179_2016-05-06_11_1,604.0,637.028
1179_2016-05-06_12_1,507.0,592.22
1179_2016-05-06_13_1,570.0,576.0647
1179_2016-05-06_14_1,537.0,538.94543
1179_2016-05-06_15_1,440.0,491.77734
1179_2016-05-06_16_1,643.0,579.82697
1179_2016-05-06_17_1,850.0,833.4513
1179_2016-05-06_18_1,894.0,907.90735
1179_2016-05-06_19_1,803.0,859.4436
1179_2016-05-06_20_1,816.0,816.214
1179_2016-05-06_21_1,798.0,834.1332
1179_2016-05-06_22_1,767.0,671.99445
1179_2016-05-06_23_1,664.0,753.22943
1179_2016-05-07_0_1,543.0,597.9846
1179_2016-05-07_1_1,429.0,423.4723
1179_2016-05-07_2_1,269.0,278.8072
1179_2016-05-07_3_1,185.0,168.59357
1179_2016-05-07_4_1,97.0,105.446106
1179_2016-05-07_5_1,105.0,102.266975
1179_2016-05-07_6_1,186.0,168.37392
1179_2016-05-07_7_1,295.0,291.69943
1179_2016-05-07_8_1,515.0,470.4999
1179_2016-05-07_9_1,617.0,615.30005
1179_2016-05-07_10_1,657.0,692.1443
1179_2016-05-07_11_1,743.0,706.35504
1179_2016-05-07_12_1,833.0,736.78546
1179_2016-05-07_13_1,804.0,801.032
1179_2016-05-07_14_1,749.0,753.5106
1179_2016-05-07_15_1,623.0,630.7041
1179_2016-05-07_16_1,720.0,683.9374
1179_2016-05-07_17_1,823.0,862.83026
1179_2016-05-07_18_1,894.0,884.7187
1179_2016-05-07_19_1,771.0,821.95734
1179_2016-05-07_20_1,788.0,793.5072
1179_2016-05-07_21_1,839.0,823.4817
1179_2016-05-07_22_1,890.0,815.8198
1179_2016-05-07_23_1,773.0,800.78503
1179_2016-05-08_0_1,654.0,709.6158
1179_2016-05-08_1_1,465.0,460.6547
1179_2016-05-08_2_1,280.0,314.51938
1179_2016-05-08_3_1,223.0,186.92758
1179_2016-05-08_4_1,95.0,111.15048
1179_2016-05-08_5_1,88.0,91.94659
1179_2016-05-08_6_1,133.0,133.01564
1179_2016-05-08_7_1,195.0,193.02666
1179_2016-05-08_8_1,290.0,327.26703
1179_2016-05-08_9_1,475.0,443.9862
1179_2016-05-08_10_1,566.0,572.5033
1179_2016-05-08_11_1,623.0,657.1478
1179_2016-05-08_12_1,612.0,667.37775
1179_2016-05-08_13_1,608.0,616.865
1179_2016-05-08_14_1,571.0,603.35205
1179_2016-05-08_15_1,551.0,538.5958
1179_2016-05-08_16_1,527.0,612.5721
1179_2016-05-08_17_1,611.0,601.39954
1179_2016-05-08_18_1,551.0,580.5578
1179_2016-05-08_19_1,529.0,505.6511
1179_2016-05-08_20_1,446.0,508.98804
1179_2016-05-08_21_1,392.0,412.18454
1179_2016-05-08_22_1,299.0,284.2357
1179_2016-05-08_23_1,199.0,200.10257
1179_2016-05-09_0_1,127.0,115.498375
1179_2016-05-09_1_1,70.0,79.37196
1179_2016-05-09_2_1,82.0,44.80093
1179_2016-05-09_3_1,63.0,89.15799
1179_2016-05-09_4_1,114.0,95.09127
1179_2016-05-09_5_1,262.0,251.59106
1179_2016-05-09_6_1,457.0,451.6444
1179_2016-05-09_7_1,547.0,569.86426
1179_2016-05-09_8_1,564.0,564.912
1179_2016-05-09_9_1,415.0,467.6651
1179_2016-05-09_10_1,447.0,421.09778
1179_2016-05-09_11_1,461.0,474.00702
1179_2016-05-09_12_1,473.0,486.1324
1179_2016-05-09_13_1,565.0,526.1766
1179_2016-05-09_14_1,565.0,551.70776
1179_2016-05-09_15_1,495.0,502.50357
1179_2016-05-09_16_1,583.0,596.38184
1179_2016-05-09_17_1,767.0,741.5054
1179_2016-05-09_18_1,677.0,788.1132
1179_2016-05-09_19_1,707.0,657.538
1179_2016-05-09_20_1,672.0,664.3093
1179_2016-05-09_21_1,607.0,567.37366
1179_2016-05-09_22_1,400.0,418.2084
1179_2016-05-09_23_1,321.0,243.7694
1179_2016-05-10_0_1,150.0,172.26654
1179_2016-05-10_1_1,114.0,84.51561
1179_2016-05-10_2_1,49.0,73.326996
1179_2016-05-10_3_1,46.0,47.964134
1179_2016-05-10_4_1,110.0,100.46673
1179_2016-05-10_5_1,262.0,273.9039
1179_2016-05-10_6_1,509.0,485.56265
1179_2016-05-10_7_1,588.0,638.9257
1179_2016-05-10_8_1,557.0,625.8464
1179_2016-05-10_9_1,496.0,464.90402
1179_2016-05-10_10_1,460.0,497.01562
1179_2016-05-10_11_1,485.0,497.23828
1179_2016-05-10_12_1,483.0,506.763
1179_2016-05-10_13_1,574.0,543.69055
1179_2016-05-10_14_1,556.0,555.09045
1179_2016-05-10_15_1,512.0,484.98267
1179_2016-05-10_16_1,620.0,633.66174
1179_2016-05-10_17_1,816.0,809.84204
1179_2016-05-10_18_1,793.0,852.3248
1179_2016-05-10_19_1,859.0,818.56055
1179_2016-05-10_20_1,725.0,806.0765
1179_2016-05-10_21_1,641.0,658.7224
1179_2016-05-10_22_1,529.0,501.60297
1179_2016-05-10_23_1,284.0,326.83597
1179_2016-05-11_0_1,165.0,158.31253
1179_2016-05-11_1_1,98.0,88.81137
1179_2016-05-11_2_1,58.0,51.24555
1179_2016-05-11_3_1,65.0,54.751793
1179_2016-05-11_4_1,107.0,104.59073
1179_2016-05-11_5_1,277.0,265.19342
1179_2016-05-11_6_1,515.0,507.0178
1179_2016-05-11_7_1,591.0,652.3213
1179_2016-05-11_8_1,608.0,620.3111
1179_2016-05-11_9_1,522.0,527.7552
1179_2016-05-11_10_1,515.0,508.12372
1179_2016-05-11_11_1,560.0,550.4441
1179_2016-05-11_12_1,581.0,545.7169
1179_2016-05-11_13_1,606.0,606.7878
1179_2016-05-11_14_1,583.0,572.9203
1179_2016-05-11_15_1,456.0,496.13492
1179_2016-05-11_16_1,565.0,583.2585
1179_2016-05-11_17_1,731.0,764.5408
1179_2016-05-11_18_1,812.0,823.4767
1179_2016-05-11_19_1,796.0,833.9745
1179_2016-05-11_20_1,834.0,767.5177
1179_2016-05-11_21_1,720.0,713.28046
1179_2016-05-11_22_1,599.0,600.9278
1179_2016-05-11_23_1,402.0,372.56882
1179_2016-05-12_0_1,198.0,211.9298
1179_2016-05-12_1_1,134.0,119.36716
1179_2016-05-12_2_1,92.0,70.92553
1179_2016-05-12_3_1,91.0,72.593666
1179_2016-05-12_4_1,129.0,122.736336
1179_2016-05-12_5_1,274.0,281.99518
1179_2016-05-12_6_1,484.0,487.51248
1179_2016-05-12_7_1,573.0,604.22546
1179_2016-05-12_8_1,569.0,613.4598
1179_2016-05-12_9_1,473.0,501.53564
1179_2016-05-12_10_1,499.0,488.31015
1179_2016-05-12_11_1,452.0,536.7378
1179_2016-05-12_12_1,493.0,501.02655
1179_2016-05-12_13_1,535.0,533.4229
1179_2016-05-12_14_1,487.0,522.6922
1179_2016-05-12_15_1,421.0,421.13983
1179_2016-05-12_16_1,572.0,535.6763
1179_2016-05-12_17_1,755.0,736.6164
1179_2016-05-12_18_1,917.0,850.0643
1179_2016-05-12_19_1,846.0,884.2384
1179_2016-05-12_20_1,782.0,828.61664
1179_2016-05-12_21_1,563.0,659.46765
1179_2016-05-12_22_1,512.0,545.52216
1179_2016-05-12_23_1,533.0,469.64822
1179_2016-05-13_0_1,283.0,314.5942
1179_2016-05-13_1_1,191.0,169.68378
1179_2016-05-13_2_1,89.0,104.30046
1179_2016-05-13_3_1,90.0,74.9395
1179_2016-05-13_4_1,109.0,106.15251
1179_2016-05-13_5_1,263.0,236.20543
1179_2016-05-13_6_1,456.0,456.88745
1179_2016-05-13_7_1,592.0,567.89233
1179_2016-05-13_8_1,601.0,621.13165
1179_2016-05-13_9_1,517.0,514.0828
1179_2016-05-13_10_1,576.0,519.75244
1179_2016-05-13_11_1,582.0,567.2621
1179_2016-05-13_12_1,484.0,567.67096
1179_2016-05-13_13_1,572.0,545.87134
1179_2016-05-13_14_1,470.0,529.38544
1179_2016-05-13_15_1,407.0,427.66064
1179_2016-05-13_16_1,511.0,539.69476
1179_2016-05-13_17_1,672.0,687.18646
1179_2016-05-13_18_1,811.0,788.16907
1179_2016-05-13_19_1,829.0,783.07477
1179_2016-05-13_20_1,806.0,819.5085
1179_2016-05-13_21_1,878.0,824.6384
1179_2016-05-13_22_1,866.0,728.1235
1179_2016-05-13_23_1,777.0,801.42505
1179_2016-05-14_0_1,581.0,645.0103
1179_2016-05-14_1_1,439.0,424.37167
1179_2016-05-14_2_1,340.0,287.00467
1179_2016-05-14_3_1,206.0,199.22275
1179_2016-05-14_4_1,114.0,104.41004
1179_2016-05-14_5_1,120.0,112.7557
1179_2016-05-14_6_1,181.0,174.48514
1179_2016-05-14_7_1,299.0,298.87143
1179_2016-05-14_8_1,495.0,444.22787
1179_2016-05-14_9_1,661.0,577.94806
1179_2016-05-14_10_1,660.0,726.546
1179_2016-05-14_11_1,738.0,701.2868
1179_2016-05-14_12_1,738.0,717.47205
1179_2016-05-14_13_1,712.0,718.5085
1179_2016-05-14_14_1,671.0,679.63184
1179_2016-05-14_15_1,596.0,580.74097
1179_2016-05-14_16_1,665.0,642.6232
1179_2016-05-14_17_1,702.0,807.75214
1179_2016-05-14_18_1,808.0,814.151
1179_2016-05-14_19_1,847.0,772.05066
1179_2016-05-14_20_1,828.0,823.3605
1179_2016-05-14_21_1,868.0,877.49994
1179_2016-05-14_22_1,803.0,840.96545
1179_2016-05-14_23_1,687.0,764.155
1179_2016-05-15_0_1,633.0,588.57404
1179_2016-05-15_1_1,513.0,439.9806
1179_2016-05-15_2_1,374.0,352.61224
1179_2016-05-15_3_1,241.0,221.05447
1179_2016-05-15_4_1,129.0,113.12028
1179_2016-05-15_5_1,92.0,105.1897
1179_2016-05-15_6_1,148.0,133.61087
1179_2016-05-15_7_1,196.0,197.4813
1179_2016-05-15_8_1,331.0,317.32172
1179_2016-05-15_9_1,485.0,487.0437
1179_2016-05-15_10_1,636.0,569.99854
1179_2016-05-15_11_1,685.0,695.17017
1179_2016-05-15_12_1,673.0,689.4639
1179_2016-05-15_13_1,613.0,643.377
1179_2016-05-15_14_1,597.0,600.34906
1179_2016-05-15_15_1,522.0,561.7808
1179_2016-05-15_16_1,607.0,579.1871
1179_2016-05-15_17_1,754.0,644.4874
1179_2016-05-15_18_1,673.0,682.79816
1179_2016-05-15_19_1,596.0,609.89453
1179_2016-05-15_20_1,518.0,554.6819
1179_2016-05-15_21_1,512.0,459.50162
1179_2016-05-15_22_1,363.0,369.25122
1179_2016-05-15_23_1,221.0,226.41054
1179_2016-05-16_0_1,108.0,128.92172
1179_2016-05-16_1_1,65.0,78.554016
1179_2016-05-16_2_1,67.0,53.487118
1179_2016-05-16_3_1,56.0,78.11122
1179_2016-05-16_4_1,92.0,98.94791
1179_2016-05-16_5_1,283.0,237.65059
1179_2016-05-16_6_1,456.0,480.36176
1179_2016-05-16_7_1,586.0,567.12604
1179_2016-05-16_8_1,571.0,594.44586
1179_2016-05-16_9_1,447.0,471.25092
1179_2016-05-16_10_1,441.0,449.8621
1179_2016-05-16_11_1,491.0,475.43707
1179_2016-05-16_12_1,486.0,503.71286
1179_2016-05-16_13_1,578.0,529.6599
1179_2016-05-16_14_1,548.0,569.29083
1179_2016-05-16_15_1,478.0,489.4334
1179_2016-05-16_16_1,605.0,598.8475
1179_2016-05-16_17_1,744.0,755.379
1179_2016-05-16_18_1,809.0,771.3718
1179_2016-05-16_19_1,842.0,749.04706
1179_2016-05-16_20_1,761.0,746.33966
1179_2016-05-16_21_1,663.0,626.78455
1179_2016-05-16_22_1,480.0,456.4825
1179_2016-05-16_23_1,317.0,286.01025
1179_2016-05-17_0_1,181.0,174.34387
1179_2016-05-17_1_1,103.0,96.224594
1179_2016-05-17_2_1,66.0,72.300674
1179_2016-05-17_3_1,64.0,60.204746
1179_2016-05-17_4_1,113.0,111.54119
1179_2016-05-17_5_1,261.0,299.05777
1179_2016-05-17_6_1,504.0,490.4059
1179_2016-05-17_7_1,607.0,635.03937
1179_2016-05-17_8_1,651.0,624.04193
1179_2016-05-17_9_1,580.0,527.1215
1179_2016-05-17_10_1,561.0,546.2291
1179_2016-05-17_11_1,554.0,563.35486
1179_2016-05-17_12_1,553.0,557.77875
1179_2016-05-17_13_1,631.0,591.5706
1179_2016-05-17_14_1,576.0,594.363
1179_2016-05-17_15_1,477.0,501.41293
1179_2016-05-17_16_1,628.0,626.4148
1179_2016-05-17_17_1,812.0,810.9848
1179_2016-05-17_18_1,883.0,878.96564
1179_2016-05-17_19_1,891.0,875.97266
1179_2016-05-17_20_1,759.0,824.95184
1179_2016-05-17_21_1,562.0,690.3859
1179_2016-05-17_22_1,591.0,477.5302
1179_2016-05-17_23_1,325.0,343.743
1179_2016-05-18_0_1,199.0,179.22699
1179_2016-05-18_1_1,116.0,102.60016
1179_2016-05-18_2_1,60.0,69.57696
1179_2016-05-18_3_1,61.0,58.69895
1179_2016-05-18_4_1,117.0,105.63011
1179_2016-05-18_5_1,276.0,276.37927
1179_2016-05-18_6_1,525.0,508.31494
1179_2016-05-18_7_1,584.0,663.17413
1179_2016-05-18_8_1,701.0,627.8513
1179_2016-05-18_9_1,555.0,588.4104
1179_2016-05-18_10_1,559.0,544.4305
1179_2016-05-18_11_1,574.0,582.89905
1179_2016-05-18_12_1,568.0,562.44055
1179_2016-05-18_13_1,612.0,603.80835
1179_2016-05-18_14_1,500.0,566.8462
1179_2016-05-18_15_1,398.0,438.31674
1179_2016-05-18_16_1,602.0,539.7837
1179_2016-05-18_17_1,793.0,784.8228
1179_2016-05-18_18_1,909.0,880.93854
1179_2016-05-18_19_1,964.0,890.8125
1179_2016-05-18_20_1,829.0,856.45856
1179_2016-05-18_21_1,615.0,700.782
1179_2016-05-18_22_1,559.0,576.17847
1179_2016-05-18_23_1,349.0,353.4219
1179_2016-05-19_0_1,199.0,199.24083
1179_2016-05-19_1_1,132.0,116.32122
1179_2016-05-19_2_1,77.0,74.87627
1179_2016-05-19_3_1,73.0,67.54198
1179_2016-05-19_4_1,118.0,115.77506
1179_2016-05-19_5_1,280.0,277.4984
1179_2016-05-19_6_1,470.0,495.24686
1179_2016-05-19_7_1,537.0,594.1441
1179_2016-05-19_8_1,642.0,603.1933
1179_2016-05-19_9_1,512.0,536.8076
1179_2016-05-19_10_1,557.0,510.23004
1179_2016-05-19_11_1,557.0,564.83435
1179_2016-05-19_12_1,620.0,569.28656
1179_2016-05-19_13_1,584.0,611.75055
1179_2016-05-19_14_1,525.0,539.8229
1179_2016-05-19_15_1,419.0,444.1931
1179_2016-05-19_16_1,586.0,563.2215
1179_2016-05-19_17_1,891.0,763.9735
1179_2016-05-19_18_1,919.0,949.29584
1179_2016-05-19_19_1,896.0,904.62897
1179_2016-05-19_20_1,790.0,834.9234
1179_2016-05-19_21_1,603.0,640.0298
1179_2016-05-19_22_1,564.0,583.0574
1179_2016-05-19_23_1,513.0,490.15808
1179_2016-05-20_0_1,266.0,312.12704
1179_2016-05-20_1_1,177.0,163.42207
1179_2016-05-20_2_1,107.0,103.58901
1179_2016-05-20_3_1,99.0,88.622604
1179_2016-05-20_4_1,132.0,116.423874
1179_2016-05-20_5_1,271.0,258.72794
1179_2016-05-20_6_1,454.0,464.35223
1179_2016-05-20_7_1,616.0,561.79517
1179_2016-05-20_8_1,668.0,665.5366
1179_2016-05-20_9_1,511.0,562.56793
1179_2016-05-20_10_1,527.0,526.4916
1179_2016-05-20_11_1,540.0,546.9722
1179_2016-05-20_12_1,496.0,548.56744
1179_2016-05-20_13_1,574.0,547.2977
1179_2016-05-20_14_1,477.0,526.8675
1179_2016-05-20_15_1,369.0,427.5261
1179_2016-05-20_16_1,537.0,516.56256
1179_2016-05-20_17_1,752.0,755.1831
1179_2016-05-20_18_1,881.0,842.21875
1179_2016-05-20_19_1,825.0,840.38794
1179_2016-05-20_20_1,778.0,814.6192
1179_2016-05-20_21_1,810.0,804.2117
1179_2016-05-20_22_1,540.0,708.26
1179_2016-05-20_23_1,528.0,571.00977
1179_2016-05-21_0_1,593.0,500.1835
1179_2016-05-21_1_1,403.0,430.009
1179_2016-05-21_2_1,280.0,262.53165
1179_2016-05-21_3_1,222.0,183.24622
1179_2016-05-21_4_1,130.0,112.12741
1179_2016-05-21_5_1,131.0,114.802734
1179_2016-05-21_6_1,194.0,175.32144
1179_2016-05-21_7_1,310.0,304.19302
1179_2016-05-21_8_1,483.0,453.91092
1179_2016-05-21_9_1,571.0,559.868
1179_2016-05-21_10_1,665.0,655.8796
1179_2016-05-21_11_1,659.0,704.1534
1179_2016-05-21_12_1,666.0,678.8488
1179_2016-05-21_13_1,614.0,666.44226
1179_2016-05-21_14_1,557.0,613.7329
1179_2016-05-21_15_1,529.0,492.23706
1179_2016-05-21_16_1,623.0,602.8386
1179_2016-05-21_17_1,900.0,783.81824
1179_2016-05-21_18_1,900.0,929.84656
1179_2016-05-21_19_1,682.0,821.56305
1179_2016-05-21_20_1,791.0,715.9555
1179_2016-05-21_21_1,830.0,819.63855
1179_2016-05-21_22_1,669.0,769.63885
1179_2016-05-21_23_1,704.0,630.16394
1179_2016-05-22_0_1,604.0,625.723
1179_2016-05-22_1_1,455.0,430.71588
1179_2016-05-22_2_1,291.0,306.79654
1179_2016-05-22_3_1,202.0,199.97655
1179_2016-05-22_4_1,94.0,105.465836
1179_2016-05-22_5_1,90.0,85.878426
1179_2016-05-22_6_1,148.0,129.41356
1179_2016-05-22_7_1,211.0,194.04892
1179_2016-05-22_8_1,309.0,321.01
1179_2016-05-22_9_1,409.0,438.14352
1179_2016-05-22_10_1,568.0,516.5842
1179_2016-05-22_11_1,609.0,622.71155
1179_2016-05-22_12_1,573.0,623.0953
1179_2016-05-22_13_1,615.0,566.0531
1179_2016-05-22_14_1,663.0,576.70654
1179_2016-05-22_15_1,549.0,598.89246
1179_2016-05-22_16_1,585.0,599.0821
1179_2016-05-22_17_1,614.0,656.99835
1179_2016-05-22_18_1,563.0,575.5626
1179_2016-05-22_19_1,505.0,502.5168
1179_2016-05-22_20_1,487.0,498.92856
1179_2016-05-22_21_1,413.0,428.50702
1179_2016-05-22_22_1,310.0,289.66302
1179_2016-05-22_23_1,198.0,205.53297
1179_2016-05-23_0_1,123.0,117.94786
1179_2016-05-23_1_1,68.0,76.31373
1179_2016-05-23_2_1,45.0,44.827374
1179_2016-05-23_3_1,89.0,63.271557
1179_2016-05-23_4_1,104.0,111.57484
1179_2016-05-23_5_1,254.0,244.1863
1179_2016-05-23_6_1,455.0,443.9369
1179_2016-05-23_7_1,506.0,562.3343
1179_2016-05-23_8_1,535.0,533.42676
1179_2016-05-23_9_1,441.0,433.37363
1179_2016-05-23_10_1,399.0,450.59396
1179_2016-05-23_11_1,454.0,435.5716
1179_2016-05-23_12_1,467.0,473.2763
1179_2016-05-23_13_1,537.0,527.14667
1179_2016-05-23_14_1,494.0,545.4863
1179_2016-05-23_15_1,424.0,444.44095
1179_2016-05-23_16_1,575.0,544.8784
1179_2016-05-23_17_1,713.0,725.8374
1179_2016-05-23_18_1,709.0,749.49176
1179_2016-05-23_19_1,660.0,672.1011
1179_2016-05-23_20_1,633.0,648.3209
1179_2016-05-23_21_1,516.0,542.3727
1179_2016-05-23_22_1,356.0,378.91373
1179_2016-05-23_23_1,240.0,252.11017
1179_2016-05-24_0_1,122.0,146.58896
1179_2016-05-24_1_1,71.0,80.21028
1179_2016-05-24_2_1,45.0,45.635166
1179_2016-05-24_3_1,57.0,51.738197
1179_2016-05-24_4_1,108.0,99.259926
1179_2016-05-24_5_1,298.0,267.5687
1179_2016-05-24_6_1,495.0,511.1465
1179_2016-05-24_7_1,612.0,609.8757
1179_2016-05-24_8_1,652.0,619.49347
1179_2016-05-24_9_1,498.0,519.506
1179_2016-05-24_10_1,453.0,484.97586
1179_2016-05-24_11_1,475.0,489.81345
1179_2016-05-24_12_1,514.0,497.08072
1179_2016-05-24_13_1,583.0,560.499
1179_2016-05-24_14_1,567.0,546.8005
1179_2016-05-24_15_1,492.0,483.88525
1179_2016-05-24_16_1,639.0,622.3061
1179_2016-05-24_17_1,755.0,809.3835
1179_2016-05-24_18_1,760.0,827.30194
1179_2016-05-24_19_1,722.0,782.71265
1179_2016-05-24_20_1,777.0,713.95123
1179_2016-05-24_21_1,652.0,668.2136
1179_2016-05-24_22_1,472.0,514.0313
1179_2016-05-24_23_1,292.0,288.6987
1179_2016-05-25_0_1,170.0,157.74571
1179_2016-05-25_1_1,83.0,90.25885
1179_2016-05-25_2_1,45.0,52.937878
1179_2016-05-25_3_1,71.0,48.07683
1179_2016-05-25_4_1,99.0,103.80169
1179_2016-05-25_5_1,272.0,268.64145
1179_2016-05-25_6_1,459.0,496.46268
1179_2016-05-25_7_1,576.0,618.6381
1179_2016-05-25_8_1,596.0,618.0498
1179_2016-05-25_9_1,534.0,511.45462
1179_2016-05-25_10_1,520.0,509.99155
1179_2016-05-25_11_1,572.0,545.74176
1179_2016-05-25_12_1,561.0,560.8807
1179_2016-05-25_13_1,578.0,589.60736
1179_2016-05-25_14_1,549.0,544.8816
1179_2016-05-25_15_1,434.0,463.60043
1179_2016-05-25_16_1,521.0,571.8236
1179_2016-05-25_17_1,755.0,699.8722
1179_2016-05-25_18_1,778.0,836.78796
1179_2016-05-25_19_1,863.0,782.7987
1179_2016-05-25_20_1,756.0,819.5956
1179_2016-05-25_21_1,668.0,677.529
1179_2016-05-25_22_1,591.0,556.96216
1179_2016-05-25_23_1,369.0,367.971
1179_2016-05-26_0_1,191.0,203.99005
1179_2016-05-26_1_1,143.0,109.91938
1179_2016-05-26_2_1,80.0,78.20535
1179_2016-05-26_3_1,81.0,72.04878
1179_2016-05-26_4_1,118.0,113.94523
1179_2016-05-26_5_1,269.0,270.50912
1179_2016-05-26_6_1,473.0,470.41708
1179_2016-05-26_7_1,602.0,601.2014
1179_2016-05-26_8_1,588.0,620.50165
1179_2016-05-26_9_1,501.0,506.58038
1179_2016-05-26_10_1,483.0,499.37735
1179_2016-05-26_11_1,545.0,522.711
1179_2016-05-26_12_1,629.0,559.7797
1179_2016-05-26_13_1,542.0,609.3268
1179_2016-05-26_14_1,449.0,514.8221
1179_2016-05-26_15_1,453.0,392.1515
1179_2016-05-26_16_1,544.0,575.62506
1179_2016-05-26_17_1,694.0,728.4669
1179_2016-05-26_18_1,852.0,798.8307
1179_2016-05-26_19_1,673.0,849.4595
1179_2016-05-26_20_1,724.0,681.6541
1179_2016-05-26_21_1,614.0,612.3544
1179_2016-05-26_22_1,533.0,571.0521
1179_2016-05-26_23_1,432.0,460.88748
1179_2016-05-27_0_1,286.0,264.95972
1179_2016-05-27_1_1,181.0,173.88042
1179_2016-05-27_2_1,101.0,108.70573
1179_2016-05-27_3_1,96.0,83.62291
1179_2016-05-27_4_1,115.0,111.23956
1179_2016-05-27_5_1,230.0,239.14288
1179_2016-05-27_6_1,428.0,427.00052
1179_2016-05-27_7_1,515.0,554.0327
1179_2016-05-27_8_1,582.0,570.7923
1179_2016-05-27_9_1,459.0,505.39117
1179_2016-05-27_10_1,496.0,486.87064
1179_2016-05-27_11_1,544.0,533.1907
1179_2016-05-27_12_1,501.0,550.58386
1179_2016-05-27_13_1,539.0,532.06744
1179_2016-05-27_14_1,477.0,493.04272
1179_2016-05-27_15_1,464.0,432.1659
1179_2016-05-27_16_1,585.0,581.12585
1179_2016-05-27_17_1,664.0,764.4295
1179_2016-05-27_18_1,728.0,778.12866
1179_2016-05-27_19_1,590.0,692.87054
1179_2016-05-27_20_1,598.0,642.85364
