,history,predict
1125_2016-05-30_23_2,11.0,12.155972
1125_2016-05-31_0_2,5.0,6.648638
1125_2016-05-31_1_2,6.0,5.59461
1125_2016-05-31_2_2,14.0,6.4548917
1125_2016-05-31_3_2,16.0,10.353171
1125_2016-05-31_4_2,48.0,30.974812
1125_2016-05-31_5_2,70.0,56.388355
1125_2016-05-31_6_2,97.0,82.37231
1125_2016-05-31_7_2,56.0,63.213703
1125_2016-05-31_8_2,54.0,57.82863
1125_2016-05-31_9_2,51.0,58.67889
1125_2016-05-31_10_2,81.0,66.811066
1125_2016-05-31_11_2,86.0,74.1629
1125_2016-05-31_12_2,96.0,80.691505
1125_2016-05-31_13_2,70.0,71.1213
1125_2016-05-31_14_2,68.0,69.67829
1125_2016-05-31_15_2,109.0,91.775696
1125_2016-05-31_16_2,126.0,111.52488
1125_2016-05-31_17_2,88.0,119.50478
1126_2016-04-30_23_2,121.0,191.13599
1126_2016-05-01_0_2,86.0,118.23058
1126_2016-05-01_1_2,59.0,63.560795
1126_2016-05-01_2_2,64.0,59.753006
1126_2016-05-01_3_2,46.0,39.708588
1126_2016-05-01_4_2,68.0,54.041203
1126_2016-05-01_5_2,69.0,74.12938
1126_2016-05-01_6_2,89.0,110.84795
1126_2016-05-01_7_2,112.0,149.57417
1126_2016-05-01_8_2,196.0,197.97063
1126_2016-05-01_9_2,225.0,239.25415
1126_2016-05-01_10_2,234.0,268.44803
1126_2016-05-01_11_2,249.0,263.53708
1126_2016-05-01_12_2,219.0,244.69908
1126_2016-05-01_13_2,173.0,248.1947
1126_2016-05-01_14_2,193.0,225.47435
1126_2016-05-01_15_2,239.0,234.0126
1126_2016-05-01_16_2,198.0,234.56989
1126_2016-05-01_17_2,185.0,213.1025
1126_2016-05-01_18_2,134.0,176.41003
1126_2016-05-01_19_2,104.0,135.87663
1126_2016-05-01_20_2,90.0,101.29789
1126_2016-05-01_21_2,52.0,83.14879
1126_2016-05-01_22_2,42.0,44.50496
1126_2016-05-01_23_2,21.0,24.476053
1126_2016-05-02_0_2,22.0,15.428289
1126_2016-05-02_1_2,18.0,10.9104
1126_2016-05-02_2_2,18.0,20.673332
1126_2016-05-02_3_2,62.0,48.435894
1126_2016-05-02_4_2,113.0,97.24307
1126_2016-05-02_5_2,139.0,131.36723
1126_2016-05-02_6_2,192.0,188.7137
1126_2016-05-02_7_2,189.0,180.29721
1126_2016-05-02_8_2,157.0,171.9919
1126_2016-05-02_9_2,168.0,177.10605
1126_2016-05-02_10_2,178.0,194.2113
1126_2016-05-02_11_2,211.0,201.80113
1126_2016-05-02_12_2,216.0,214.0514
1126_2016-05-02_13_2,229.0,206.7392
1126_2016-05-02_14_2,195.0,191.138
1126_2016-05-02_15_2,266.0,254.94101
1126_2016-05-02_16_2,288.0,299.3461
1126_2016-05-02_17_2,286.0,305.80292
1126_2016-05-02_18_2,290.0,284.2748
1126_2016-05-02_19_2,248.0,241.0253
1126_2016-05-02_20_2,178.0,189.81413
1126_2016-05-02_21_2,138.0,123.383545
1126_2016-05-02_22_2,68.0,84.710266
1126_2016-05-02_23_2,39.0,43.064655
1126_2016-05-03_0_2,25.0,21.479158
1126_2016-05-03_1_2,14.0,15.213587
1126_2016-05-03_2_2,16.0,20.058008
1126_2016-05-03_3_2,53.0,47.32248
1126_2016-05-03_4_2,118.0,105.29208
1126_2016-05-03_5_2,179.0,153.05663
1126_2016-05-03_6_2,230.0,206.9288
1126_2016-05-03_7_2,217.0,214.58467
1126_2016-05-03_8_2,230.0,189.50732
1126_2016-05-03_9_2,191.0,198.42284
1126_2016-05-03_10_2,198.0,221.92726
1126_2016-05-03_11_2,208.0,218.92168
1126_2016-05-03_12_2,212.0,224.64139
1126_2016-05-03_13_2,189.0,211.16275
1126_2016-05-03_14_2,188.0,184.82625
1126_2016-05-03_15_2,252.0,238.9357
1126_2016-05-03_16_2,361.0,301.42462
1126_2016-05-03_17_2,386.0,328.51785
1126_2016-05-03_18_2,437.0,349.83212
1126_2016-05-03_19_2,496.0,325.38348
1126_2016-05-03_20_2,347.0,271.3883
1126_2016-05-03_21_2,221.0,225.628
1126_2016-05-03_22_2,169.0,125.993286
1126_2016-05-03_23_2,78.0,69.10989
1126_2016-05-04_0_2,28.0,52.52363
1126_2016-05-04_1_2,15.0,29.316853
1126_2016-05-04_2_2,26.0,33.06122
1126_2016-05-04_3_2,46.0,58.03243
1126_2016-05-04_4_2,124.0,130.76154
1126_2016-05-04_5_2,173.0,174.86908
1126_2016-05-04_6_2,237.0,225.19135
1126_2016-05-04_7_2,214.0,221.90565
1126_2016-05-04_8_2,189.0,216.0998
1126_2016-05-04_9_2,237.0,220.31396
1126_2016-05-04_10_2,214.0,231.52658
1126_2016-05-04_11_2,224.0,238.60664
1126_2016-05-04_12_2,226.0,232.68938
1126_2016-05-04_13_2,212.0,217.4931
1126_2016-05-04_14_2,171.0,188.28474
1126_2016-05-04_15_2,219.0,255.01364
1126_2016-05-04_16_2,297.0,325.83997
1126_2016-05-04_17_2,334.0,346.5233
1126_2016-05-04_18_2,286.0,357.80017
1126_2016-05-04_19_2,282.0,347.48825
1126_2016-05-04_20_2,263.0,263.2417
1126_2016-05-04_21_2,186.0,182.6866
1126_2016-05-04_22_2,105.0,120.98833
1126_2016-05-04_23_2,58.0,67.072395
1126_2016-05-05_0_2,24.0,32.323746
1126_2016-05-05_1_2,13.0,22.172674
1126_2016-05-05_2_2,33.0,24.23277
1126_2016-05-05_3_2,72.0,47.46144
1126_2016-05-05_4_2,107.0,116.26093
1126_2016-05-05_5_2,176.0,176.98207
1126_2016-05-05_6_2,223.0,216.43655
1126_2016-05-05_7_2,225.0,214.73764
1126_2016-05-05_8_2,227.0,204.47212
1126_2016-05-05_9_2,229.0,221.73885
1126_2016-05-05_10_2,244.0,232.2185
1126_2016-05-05_11_2,241.0,239.14178
1126_2016-05-05_12_2,271.0,245.34802
1126_2016-05-05_13_2,231.0,219.70198
1126_2016-05-05_14_2,198.0,187.56203
1126_2016-05-05_15_2,254.0,254.91347
1126_2016-05-05_16_2,362.0,327.98138
1126_2016-05-05_17_2,342.0,350.60843
1126_2016-05-05_18_2,399.0,368.5369
1126_2016-05-05_19_2,419.0,360.9727
1126_2016-05-05_20_2,401.0,333.39206
1126_2016-05-05_21_2,316.0,255.79749
1126_2016-05-05_22_2,167.0,190.80537
1126_2016-05-05_23_2,119.0,109.094765
1126_2016-05-06_0_2,65.0,54.07923
1126_2016-05-06_1_2,32.0,45.648888
1126_2016-05-06_2_2,51.0,45.645042
1126_2016-05-06_3_2,45.0,64.95105
1126_2016-05-06_4_2,123.0,116.97912
1126_2016-05-06_5_2,195.0,162.71783
1126_2016-05-06_6_2,281.0,216.65887
1126_2016-05-06_7_2,270.0,228.07942
1126_2016-05-06_8_2,288.0,229.97224
1126_2016-05-06_9_2,220.0,239.04533
1126_2016-05-06_10_2,220.0,261.59036
1126_2016-05-06_11_2,206.0,241.95465
1126_2016-05-06_12_2,216.0,252.9001
1126_2016-05-06_13_2,179.0,226.27539
1126_2016-05-06_14_2,182.0,194.62718
1126_2016-05-06_15_2,256.0,251.9066
1126_2016-05-06_16_2,349.0,343.15268
1126_2016-05-06_17_2,403.0,358.25897
1126_2016-05-06_18_2,317.0,352.79135
1126_2016-05-06_19_2,278.0,353.72296
1126_2016-05-06_20_2,246.0,296.43634
1126_2016-05-06_21_2,239.0,280.26
1126_2016-05-06_22_2,268.0,235.3674
1126_2016-05-06_23_2,183.0,169.5676
1126_2016-05-07_0_2,95.0,120.10952
1126_2016-05-07_1_2,71.0,89.73402
1126_2016-05-07_2_2,59.0,72.60913
1126_2016-05-07_3_2,38.0,38.585266
1126_2016-05-07_4_2,62.0,57.25717
1126_2016-05-07_5_2,76.0,94.60794
1126_2016-05-07_6_2,129.0,153.71423
1126_2016-05-07_7_2,176.0,178.62317
1126_2016-05-07_8_2,188.0,217.2639
1126_2016-05-07_9_2,269.0,252.0045
1126_2016-05-07_10_2,298.0,254.40775
1126_2016-05-07_11_2,273.0,286.80325
1126_2016-05-07_12_2,271.0,271.47623
1126_2016-05-07_13_2,254.0,254.69356
1126_2016-05-07_14_2,224.0,241.03047
1126_2016-05-07_15_2,299.0,285.3494
1126_2016-05-07_16_2,298.0,325.4423
1126_2016-05-07_17_2,296.0,336.21994
1126_2016-05-07_18_2,267.0,287.42593
1126_2016-05-07_19_2,248.0,263.8809
1126_2016-05-07_20_2,236.0,236.62825
1126_2016-05-07_21_2,219.0,249.06487
1126_2016-05-07_22_2,203.0,242.63376
1126_2016-05-07_23_2,153.0,158.78696
1126_2016-05-08_0_2,108.0,92.568695
1126_2016-05-08_1_2,73.0,63.415035
1126_2016-05-08_2_2,50.0,61.692024
1126_2016-05-08_3_2,34.0,40.80052
1126_2016-05-08_4_2,41.0,50.566406
1126_2016-05-08_5_2,65.0,67.6236
1126_2016-05-08_6_2,101.0,101.84919
1126_2016-05-08_7_2,127.0,139.8773
1126_2016-05-08_8_2,188.0,199.35783
1126_2016-05-08_9_2,223.0,239.85533
1126_2016-05-08_10_2,232.0,253.04308
1126_2016-05-08_11_2,228.0,250.91345
1126_2016-05-08_12_2,204.0,233.2042
1126_2016-05-08_13_2,222.0,217.74805
1126_2016-05-08_14_2,240.0,203.45992
1126_2016-05-08_15_2,227.0,248.36566
1126_2016-05-08_16_2,238.0,249.46643
1126_2016-05-08_17_2,199.0,205.91728
1126_2016-05-08_18_2,183.0,175.45047
1126_2016-05-08_19_2,95.0,132.38666
1126_2016-05-08_20_2,88.0,125.90361
1126_2016-05-08_21_2,81.0,74.76034
1126_2016-05-08_22_2,50.0,46.291595
1126_2016-05-08_23_2,36.0,26.62298
1126_2016-05-09_0_2,16.0,20.287415
1126_2016-05-09_1_2,9.0,14.220514
1126_2016-05-09_2_2,22.0,19.68619
1126_2016-05-09_3_2,49.0,42.00723
1126_2016-05-09_4_2,108.0,100.5991
1126_2016-05-09_5_2,140.0,134.38132
1126_2016-05-09_6_2,212.0,190.92308
1126_2016-05-09_7_2,209.0,185.15756
1126_2016-05-09_8_2,149.0,178.29456
1126_2016-05-09_9_2,154.0,182.43681
1126_2016-05-09_10_2,170.0,184.56883
1126_2016-05-09_11_2,196.0,193.82672
1126_2016-05-09_12_2,230.0,207.46996
1126_2016-05-09_13_2,196.0,207.92525
1126_2016-05-09_14_2,185.0,199.47025
1126_2016-05-09_15_2,252.0,242.78778
1126_2016-05-09_16_2,322.0,295.34604
1126_2016-05-09_17_2,288.0,295.23596
1126_2016-05-09_18_2,331.0,292.12927
1126_2016-05-09_19_2,279.0,239.03372
1126_2016-05-09_20_2,217.0,200.33618
1126_2016-05-09_21_2,140.0,132.236
1126_2016-05-09_22_2,95.0,86.665695
1126_2016-05-09_23_2,45.0,44.424137
1126_2016-05-10_0_2,22.0,23.107069
1126_2016-05-10_1_2,17.0,14.30079
1126_2016-05-10_2_2,25.0,20.2335
1126_2016-05-10_3_2,36.0,48.14806
1126_2016-05-10_4_2,113.0,111.43441
1126_2016-05-10_5_2,172.0,155.74042
1126_2016-05-10_6_2,187.0,221.52852
1126_2016-05-10_7_2,205.0,222.74661
1126_2016-05-10_8_2,163.0,182.16469
1126_2016-05-10_9_2,179.0,187.97615
1126_2016-05-10_10_2,182.0,197.28163
1126_2016-05-10_11_2,198.0,208.37132
1126_2016-05-10_12_2,208.0,219.49124
1126_2016-05-10_13_2,199.0,201.12904
1126_2016-05-10_14_2,155.0,178.1239
1126_2016-05-10_15_2,267.0,237.22575
1126_2016-05-10_16_2,291.0,299.47977
1126_2016-05-10_17_2,296.0,338.99698
1126_2016-05-10_18_2,313.0,336.42053
1126_2016-05-10_19_2,295.0,301.2882
1126_2016-05-10_20_2,205.0,236.27762
1126_2016-05-10_21_2,143.0,167.93715
1126_2016-05-10_22_2,127.0,107.66011
1126_2016-05-10_23_2,64.0,56.191643
1126_2016-05-11_0_2,36.0,30.92079
1126_2016-05-11_1_2,21.0,16.531576
1126_2016-05-11_2_2,18.0,26.594574
1126_2016-05-11_3_2,60.0,43.427673
1126_2016-05-11_4_2,113.0,111.03883
1126_2016-05-11_5_2,164.0,175.18347
1126_2016-05-11_6_2,225.0,210.10428
1126_2016-05-11_7_2,221.0,209.295
1126_2016-05-11_8_2,194.0,193.27368
1126_2016-05-11_9_2,215.0,210.83969
1126_2016-05-11_10_2,223.0,217.83905
1126_2016-05-11_11_2,222.0,217.45189
1126_2016-05-11_12_2,241.0,227.07912
1126_2016-05-11_13_2,205.0,208.29025
1126_2016-05-11_14_2,166.0,181.118
1126_2016-05-11_15_2,265.0,250.02751
1126_2016-05-11_16_2,315.0,309.67288
1126_2016-05-11_17_2,321.0,336.6287
1126_2016-05-11_18_2,312.0,343.78076
1126_2016-05-11_19_2,345.0,321.09818
1126_2016-05-11_20_2,240.0,258.484
1126_2016-05-11_21_2,188.0,198.35822
1126_2016-05-11_22_2,106.0,115.48544
1126_2016-05-11_23_2,85.0,68.24724
1126_2016-05-12_0_2,35.0,33.55551
1126_2016-05-12_1_2,35.0,24.69381
1126_2016-05-12_2_2,33.0,25.46361
1126_2016-05-12_3_2,51.0,54.086548
1126_2016-05-12_4_2,136.0,112.53078
1126_2016-05-12_5_2,185.0,169.26578
1126_2016-05-12_6_2,192.0,228.26898
1126_2016-05-12_7_2,206.0,225.97551
1126_2016-05-12_8_2,188.0,197.59279
1126_2016-05-12_9_2,180.0,212.16563
1126_2016-05-12_10_2,220.0,224.74391
1126_2016-05-12_11_2,233.0,218.56145
1126_2016-05-12_12_2,244.0,241.53645
1126_2016-05-12_13_2,200.0,214.24069
1126_2016-05-12_14_2,157.0,181.16151
1126_2016-05-12_15_2,234.0,248.84201
1126_2016-05-12_16_2,319.0,314.34464
1126_2016-05-12_17_2,355.0,337.84875
1126_2016-05-12_18_2,396.0,352.6369
1126_2016-05-12_19_2,399.0,366.56766
1126_2016-05-12_20_2,353.0,338.5819
1126_2016-05-12_21_2,261.0,256.8769
1126_2016-05-12_22_2,169.0,173.69398
1126_2016-05-12_23_2,103.0,115.89145
1126_2016-05-13_0_2,54.0,57.645374
1126_2016-05-13_1_2,31.0,37.85136
1126_2016-05-13_2_2,42.0,38.59328
1126_2016-05-13_3_2,58.0,51.326702
1126_2016-05-13_4_2,122.0,117.360664
1126_2016-05-13_5_2,139.0,168.68568
1126_2016-05-13_6_2,211.0,215.48735
1126_2016-05-13_7_2,202.0,205.02094
1126_2016-05-13_8_2,203.0,197.07788
1126_2016-05-13_9_2,212.0,206.1287
1126_2016-05-13_10_2,204.0,228.38634
1126_2016-05-13_11_2,230.0,226.7514
1126_2016-05-13_12_2,244.0,228.78859
1126_2016-05-13_13_2,172.0,212.33443
1126_2016-05-13_14_2,159.0,189.98674
1126_2016-05-13_15_2,201.0,243.44952
1126_2016-05-13_16_2,268.0,319.66223
1126_2016-05-13_17_2,317.0,320.7055
1126_2016-05-13_18_2,347.0,315.32074
1126_2016-05-13_19_2,296.0,296.29123
1126_2016-05-13_20_2,301.0,278.73502
1126_2016-05-13_21_2,290.0,263.49026
1126_2016-05-13_22_2,301.0,256.18445
1126_2016-05-13_23_2,219.0,178.7955
1126_2016-05-14_0_2,153.0,113.34056
1126_2016-05-14_1_2,109.0,90.786194
1126_2016-05-14_2_2,102.0,77.11377
1126_2016-05-14_3_2,41.0,47.093224
1126_2016-05-14_4_2,62.0,69.90643
1126_2016-05-14_5_2,93.0,91.50485
1126_2016-05-14_6_2,170.0,137.26892
1126_2016-05-14_7_2,182.0,180.484
1126_2016-05-14_8_2,261.0,218.63235
1126_2016-05-14_9_2,259.0,254.73305
1126_2016-05-14_10_2,313.0,296.2141
1126_2016-05-14_11_2,306.0,284.66257
1126_2016-05-14_12_2,273.0,283.38965
1126_2016-05-14_13_2,257.0,263.5877
1126_2016-05-14_14_2,236.0,236.1282
1126_2016-05-14_15_2,278.0,287.0457
1126_2016-05-14_16_2,353.0,318.48
1126_2016-05-14_17_2,300.0,313.05057
1126_2016-05-14_18_2,294.0,315.56604
1126_2016-05-14_19_2,269.0,268.66376
1126_2016-05-14_20_2,272.0,254.96085
1126_2016-05-14_21_2,281.0,265.97766
1126_2016-05-14_22_2,295.0,262.58493
1126_2016-05-14_23_2,143.0,194.3376
1126_2016-05-15_0_2,109.0,130.89424
1126_2016-05-15_1_2,82.0,69.98674
1126_2016-05-15_2_2,46.0,68.08438
1126_2016-05-15_3_2,45.0,45.897842
1126_2016-05-15_4_2,63.0,52.705585
1126_2016-05-15_5_2,90.0,75.92867
1126_2016-05-15_6_2,115.0,113.97945
1126_2016-05-15_7_2,171.0,157.877
1126_2016-05-15_8_2,238.0,206.93242
1126_2016-05-15_9_2,250.0,255.77284
1126_2016-05-15_10_2,282.0,281.81943
1126_2016-05-15_11_2,314.0,271.98236
1126_2016-05-15_12_2,293.0,261.20096
1126_2016-05-15_13_2,233.0,255.00604
1126_2016-05-15_14_2,235.0,244.9313
1126_2016-05-15_15_2,248.0,257.83063
1126_2016-05-15_16_2,273.0,258.56937
1126_2016-05-15_17_2,237.0,216.56314
1126_2016-05-15_18_2,182.0,206.2893
1126_2016-05-15_19_2,140.0,169.54503
1126_2016-05-15_20_2,115.0,132.92114
1126_2016-05-15_21_2,88.0,104.0682
1126_2016-05-15_22_2,80.0,63.08911
1126_2016-05-15_23_2,44.0,36.743416
1126_2016-05-16_0_2,27.0,28.840364
1126_2016-05-16_1_2,17.0,22.944698
1126_2016-05-16_2_2,26.0,30.394735
1126_2016-05-16_3_2,52.0,53.942646
1126_2016-05-16_4_2,118.0,110.60638
1126_2016-05-16_5_2,173.0,142.66374
1126_2016-05-16_6_2,230.0,204.3739
1126_2016-05-16_7_2,211.0,208.47029
1126_2016-05-16_8_2,165.0,194.99553
1126_2016-05-16_9_2,178.0,188.23442
1126_2016-05-16_10_2,220.0,198.83247
1126_2016-05-16_11_2,168.0,213.69754
1126_2016-05-16_12_2,229.0,245.15083
1126_2016-05-16_13_2,202.0,198.80779
1126_2016-05-16_14_2,177.0,197.425
1126_2016-05-16_15_2,289.0,251.23407
1126_2016-05-16_16_2,349.0,309.2599
1126_2016-05-16_17_2,333.0,321.1738
1126_2016-05-16_18_2,389.0,314.16592
1126_2016-05-16_19_2,283.0,265.72284
1126_2016-05-16_20_2,238.0,229.81523
1126_2016-05-16_21_2,129.0,143.8994
1126_2016-05-16_22_2,92.0,107.04446
1126_2016-05-16_23_2,49.0,52.39422
1126_2016-05-17_0_2,25.0,29.792963
1126_2016-05-17_1_2,17.0,23.564177
1126_2016-05-17_2_2,23.0,27.692568
1126_2016-05-17_3_2,49.0,51.417034
1126_2016-05-17_4_2,113.0,119.806984
1126_2016-05-17_5_2,154.0,173.33066
1126_2016-05-17_6_2,200.0,223.74382
1126_2016-05-17_7_2,230.0,215.67354
1126_2016-05-17_8_2,191.0,187.14558
1126_2016-05-17_9_2,201.0,198.84265
1126_2016-05-17_10_2,194.0,214.74272
1126_2016-05-17_11_2,223.0,219.9683
1126_2016-05-17_12_2,249.0,226.61314
1126_2016-05-17_13_2,207.0,210.0866
1126_2016-05-17_14_2,153.0,187.0849
1126_2016-05-17_15_2,255.0,254.7561
1126_2016-05-17_16_2,336.0,309.88916
1126_2016-05-17_17_2,339.0,333.203
1126_2016-05-17_18_2,372.0,356.83957
1126_2016-05-17_19_2,312.0,305.74527
1126_2016-05-17_20_2,264.0,251.78818
1126_2016-05-17_21_2,188.0,163.34271
1126_2016-05-17_22_2,88.0,124.47431
1126_2016-05-17_23_2,69.0,67.64727
1126_2016-05-18_0_2,33.0,27.692278
1126_2016-05-18_1_2,17.0,22.30407
1126_2016-05-18_2_2,31.0,26.821861
1126_2016-05-18_3_2,49.0,49.947544
1126_2016-05-18_4_2,135.0,119.83479
1126_2016-05-18_5_2,188.0,168.54002
1126_2016-05-18_6_2,225.0,224.67633
1126_2016-05-18_7_2,228.0,226.28851
1126_2016-05-18_8_2,167.0,202.13106
1126_2016-05-18_9_2,201.0,219.66077
1126_2016-05-18_10_2,219.0,218.43842
1126_2016-05-18_11_2,209.0,225.52307
1126_2016-05-18_12_2,257.0,238.6014
1126_2016-05-18_13_2,196.0,205.2405
1126_2016-05-18_14_2,176.0,177.89369
1126_2016-05-18_15_2,234.0,248.56606
1126_2016-05-18_16_2,288.0,325.04843
1126_2016-05-18_17_2,361.0,338.6442
1126_2016-05-18_18_2,356.0,348.30725
1126_2016-05-18_19_2,367.0,338.00775
1126_2016-05-18_20_2,299.0,277.6552
1126_2016-05-18_21_2,179.0,208.25858
1126_2016-05-18_22_2,118.0,125.17234
1126_2016-05-18_23_2,64.0,72.54489
1126_2016-05-19_0_2,31.0,38.31659
1126_2016-05-19_1_2,25.0,24.825098
1126_2016-05-19_2_2,36.0,27.68604
1126_2016-05-19_3_2,54.0,49.47861
1126_2016-05-19_4_2,117.0,124.47577
1126_2016-05-19_5_2,165.0,176.28665
1126_2016-05-19_6_2,229.0,217.0542
1126_2016-05-19_7_2,226.0,219.83147
1126_2016-05-19_8_2,183.0,198.35576
1126_2016-05-19_9_2,213.0,211.04926
1126_2016-05-19_10_2,218.0,222.10464
1126_2016-05-19_11_2,233.0,230.21667
1126_2016-05-19_12_2,261.0,246.64336
1126_2016-05-19_13_2,206.0,211.7164
1126_2016-05-19_14_2,168.0,179.53642
1126_2016-05-19_15_2,274.0,243.63812
1126_2016-05-19_16_2,253.0,314.86484
1126_2016-05-19_17_2,293.0,359.8062
1126_2016-05-19_18_2,410.0,346.44928
1126_2016-05-19_19_2,391.0,350.29666
1126_2016-05-19_20_2,375.0,341.59256
1126_2016-05-19_21_2,280.0,254.45847
1126_2016-05-19_22_2,165.0,188.02315
1126_2016-05-19_23_2,136.0,113.01239
1126_2016-05-20_0_2,102.0,61.149986
1126_2016-05-20_1_2,75.0,45.541576
1126_2016-05-20_2_2,33.0,52.21704
1126_2016-05-20_3_2,62.0,64.11609
1126_2016-05-20_4_2,134.0,114.49573
1126_2016-05-20_5_2,153.0,161.58876
1126_2016-05-20_6_2,231.0,218.82072
1126_2016-05-20_7_2,199.0,214.04756
1126_2016-05-20_8_2,205.0,203.21875
1126_2016-05-20_9_2,240.0,206.61153
1126_2016-05-20_10_2,272.0,228.3966
1126_2016-05-20_11_2,214.0,239.10483
1126_2016-05-20_12_2,237.0,260.9597
1126_2016-05-20_13_2,187.0,212.67853
1126_2016-05-20_14_2,165.0,185.79718
1126_2016-05-20_15_2,210.0,246.80885
1126_2016-05-20_16_2,325.0,310.7744
1126_2016-05-20_17_2,359.0,328.75095
1126_2016-05-20_18_2,383.0,349.8697
1126_2016-05-20_19_2,344.0,320.187
1126_2016-05-20_20_2,292.0,305.50534
1126_2016-05-20_21_2,279.0,292.2663
1126_2016-05-20_22_2,274.0,256.76627
1126_2016-05-20_23_2,207.0,182.79462
1126_2016-05-21_0_2,109.0,131.31905
1126_2016-05-21_1_2,69.0,100.55027
1126_2016-05-21_2_2,57.0,71.124306
1126_2016-05-21_3_2,55.0,35.460438
1126_2016-05-21_4_2,69.0,58.132088
1126_2016-05-21_5_2,113.0,94.3096
1126_2016-05-21_6_2,148.0,143.2563
1126_2016-05-21_7_2,180.0,187.62788
1126_2016-05-21_8_2,214.0,213.32668
1126_2016-05-21_9_2,244.0,254.87708
1126_2016-05-21_10_2,303.0,285.12463
1126_2016-05-21_11_2,256.0,279.14346
1126_2016-05-21_12_2,249.0,279.63818
1126_2016-05-21_13_2,239.0,246.35779
1126_2016-05-21_14_2,226.0,223.19312
1126_2016-05-21_15_2,297.0,275.4109
1126_2016-05-21_16_2,318.0,321.88516
1126_2016-05-21_17_2,348.0,318.8361
1126_2016-05-21_18_2,268.0,307.3054
1126_2016-05-21_19_2,248.0,280.35614
1126_2016-05-21_20_2,232.0,245.32878
1126_2016-05-21_21_2,246.0,256.80243
1126_2016-05-21_22_2,227.0,240.49153
1126_2016-05-21_23_2,175.0,176.76529
1126_2016-05-22_0_2,110.0,106.80264
1126_2016-05-22_1_2,79.0,72.87539
1126_2016-05-22_2_2,49.0,56.741947
1126_2016-05-22_3_2,53.0,43.140762
1126_2016-05-22_4_2,51.0,51.377087
1126_2016-05-22_5_2,95.0,77.69164
1126_2016-05-22_6_2,118.0,105.81764
1126_2016-05-22_7_2,126.0,154.15263
1126_2016-05-22_8_2,187.0,204.18999
1126_2016-05-22_9_2,261.0,235.11201
1126_2016-05-22_10_2,260.0,268.896
1126_2016-05-22_11_2,283.0,267.29767
1126_2016-05-22_12_2,257.0,250.10597
1126_2016-05-22_13_2,217.0,235.4234
1126_2016-05-22_14_2,209.0,223.49757
1126_2016-05-22_15_2,306.0,250.81537
1126_2016-05-22_16_2,214.0,244.71576
1126_2016-05-22_17_2,208.0,240.54399
1126_2016-05-22_18_2,196.0,185.70065
1126_2016-05-22_19_2,147.0,146.61182
1126_2016-05-22_20_2,106.0,127.41879
1126_2016-05-22_21_2,104.0,84.09423
1126_2016-05-22_22_2,50.0,55.69324
1126_2016-05-22_23_2,36.0,39.344734
1126_2016-05-23_0_2,21.0,19.650854
1126_2016-05-23_1_2,13.0,14.584922
1126_2016-05-23_2_2,21.0,22.355759
1126_2016-05-23_3_2,47.0,52.67583
1126_2016-05-23_4_2,107.0,105.38619
1126_2016-05-23_5_2,139.0,143.8281
1126_2016-05-23_6_2,217.0,199.4156
1126_2016-05-23_7_2,199.0,192.01144
1126_2016-05-23_8_2,142.0,174.9087
1126_2016-05-23_9_2,181.0,182.27919
1126_2016-05-23_10_2,177.0,197.56424
1126_2016-05-23_11_2,226.0,202.79182
1126_2016-05-23_12_2,215.0,223.27957
1126_2016-05-23_13_2,203.0,215.13986
1126_2016-05-23_14_2,189.0,184.653
1126_2016-05-23_15_2,251.0,259.07422
1126_2016-05-23_16_2,292.0,298.93152
1126_2016-05-23_17_2,315.0,302.28082
1126_2016-05-23_18_2,308.0,304.9025
1126_2016-05-23_19_2,272.0,258.80313
1126_2016-05-23_20_2,173.0,207.27936
1126_2016-05-23_21_2,151.0,135.59
1126_2016-05-23_22_2,85.0,77.36147
1126_2016-05-23_23_2,46.0,51.308464
1126_2016-05-24_0_2,25.0,25.749786
1126_2016-05-24_1_2,17.0,14.637104
1126_2016-05-24_2_2,21.0,21.946877
1126_2016-05-24_3_2,45.0,47.776226
1126_2016-05-24_4_2,121.0,112.33829
1126_2016-05-24_5_2,166.0,156.25008
1126_2016-05-24_6_2,229.0,218.6611
1126_2016-05-24_7_2,217.0,219.73628
1126_2016-05-24_8_2,184.0,188.03531
1126_2016-05-24_9_2,175.0,200.24286
1126_2016-05-24_10_2,196.0,206.95247
1126_2016-05-24_11_2,214.0,213.55997
1126_2016-05-24_12_2,233.0,228.32349
1126_2016-05-24_13_2,193.0,203.21698
1126_2016-05-24_14_2,181.0,179.17374
1126_2016-05-24_15_2,239.0,243.1295
1126_2016-05-24_16_2,325.0,303.43192
1126_2016-05-24_17_2,300.0,331.27805
1126_2016-05-24_18_2,332.0,348.60583
1126_2016-05-24_19_2,285.0,296.9059
1126_2016-05-24_20_2,194.0,240.07071
1126_2016-05-24_21_2,130.0,166.94594
1126_2016-05-24_22_2,107.0,92.22001
1126_2016-05-24_23_2,48.0,60.416874
1126_2016-05-25_0_2,38.0,30.98182
1126_2016-05-25_1_2,22.0,14.703662
1126_2016-05-25_2_2,27.0,21.240828
1126_2016-05-25_3_2,42.0,47.024033
1126_2016-05-25_4_2,121.0,120.71966
1126_2016-05-25_5_2,161.0,164.65382
1126_2016-05-25_6_2,206.0,218.60722
1126_2016-05-25_7_2,199.0,210.66869
1126_2016-05-25_8_2,175.0,181.08266
1126_2016-05-25_9_2,210.0,203.78204
1126_2016-05-25_10_2,194.0,217.1022
1126_2016-05-25_11_2,223.0,220.9377
1126_2016-05-25_12_2,230.0,225.60048
