,history,predict
1076_2016-05-26_16_4,193.0,189.53528
1076_2016-05-26_17_4,222.0,201.193
1076_2016-05-26_18_4,135.0,165.79384
1076_2016-05-26_19_4,90.0,125.89977
1076_2016-05-26_20_4,74.0,74.77646
1076_2016-05-26_21_4,34.0,42.555237
1076_2016-05-26_22_4,22.0,26.582232
1076_2016-05-26_23_4,19.0,11.958163
1076_2016-05-27_0_4,14.0,14.333319
1076_2016-05-27_1_4,35.0,25.894117
1076_2016-05-27_2_4,78.0,69.16485
1076_2016-05-27_3_4,120.0,149.23555
1076_2016-05-27_4_4,164.0,210.08571
1076_2016-05-27_5_4,146.0,189.83551
1076_2016-05-27_6_4,151.0,164.9117
1076_2016-05-27_7_4,173.0,192.21092
1076_2016-05-27_8_4,207.0,208.38614
1076_2016-05-27_9_4,179.0,193.72032
1076_2016-05-27_10_4,195.0,219.3215
1076_2016-05-27_11_4,171.0,196.51138
1076_2016-05-27_12_4,145.0,156.75058
1076_2016-05-27_13_4,185.0,179.15677
1076_2016-05-27_14_4,210.0,206.21094
1076_2016-05-27_15_4,177.0,196.90973
1076_2016-05-27_16_4,155.0,186.39581
1076_2016-05-27_17_4,164.0,183.32368
1076_2016-05-27_18_4,101.0,141.20168
1076_2016-05-27_19_4,94.0,111.590004
1076_2016-05-27_20_4,59.0,84.73357
1076_2016-05-27_21_4,38.0,51.480007
1076_2016-05-27_22_4,23.0,39.67673
1076_2016-05-27_23_4,18.0,25.13319
1076_2016-05-28_0_4,19.0,15.679277
1076_2016-05-28_1_4,20.0,19.108416
1076_2016-05-28_2_4,41.0,30.725725
1076_2016-05-28_3_4,45.0,49.611656
1076_2016-05-28_4_4,72.0,87.46784
1076_2016-05-28_5_4,101.0,130.27406
1076_2016-05-28_6_4,127.0,165.32573
1076_2016-05-28_7_4,177.0,211.37842
1076_2016-05-28_8_4,287.0,248.75517
1076_2016-05-28_9_4,293.0,240.56667
1076_2016-05-28_10_4,308.0,237.8988
1076_2016-05-28_11_4,270.0,223.53249
1076_2016-05-28_12_4,212.0,217.37697
1076_2016-05-28_13_4,263.0,245.87105
1076_2016-05-28_14_4,254.0,251.64725
1076_2016-05-28_15_4,218.0,211.57275
1076_2016-05-28_16_4,199.0,171.2196
1076_2016-05-28_17_4,225.0,161.25584
1076_2016-05-28_18_4,100.0,119.31287
1076_2016-05-28_19_4,88.0,110.147316
1076_2016-05-28_20_4,79.0,80.81249
1076_2016-05-28_21_4,77.0,57.873768
1076_2016-05-28_22_4,72.0,31.740793
1076_2016-05-28_23_4,53.0,16.66669
1076_2016-05-29_0_4,13.0,18.522417
1076_2016-05-29_1_4,18.0,18.062273
1076_2016-05-29_2_4,9.0,30.510004
1076_2016-05-29_3_4,24.0,47.17537
1076_2016-05-29_4_4,40.0,65.4763
1076_2016-05-29_5_4,85.0,100.71667
1076_2016-05-29_6_4,151.0,139.0056
1076_2016-05-29_7_4,218.0,185.88617
1076_2016-05-29_8_4,278.0,226.14352
1076_2016-05-29_9_4,298.0,228.26
1076_2016-05-29_10_4,250.0,236.93716
1076_2016-05-29_11_4,263.0,223.48225
1076_2016-05-29_12_4,274.0,206.47755
1076_2016-05-29_13_4,263.0,220.80522
1076_2016-05-29_14_4,224.0,198.09894
1076_2016-05-29_15_4,183.0,168.13449
1076_2016-05-29_16_4,157.0,137.13364
1076_2016-05-29_17_4,143.0,111.99689
1076_2016-05-29_18_4,81.0,71.391266
1076_2016-05-29_19_4,72.0,54.034813
1076_2016-05-29_20_4,50.0,29.076517
1076_2016-05-29_21_4,30.0,19.838682
1076_2016-05-29_22_4,16.0,14.094952
1076_2016-05-29_23_4,10.0,15.803017
1076_2016-05-30_0_4,4.0,15.885944
1076_2016-05-30_1_4,8.0,34.1183
1076_2016-05-30_2_4,20.0,71.53632
1076_2016-05-30_3_4,27.0,129.34618
1076_2016-05-30_4_4,34.0,185.60846
1076_2016-05-30_5_4,62.0,161.26259
1076_2016-05-30_6_4,95.0,136.39755
1076_2016-05-30_7_4,115.0,148.28256
1076_2016-05-30_8_4,144.0,179.7875
1076_2016-05-30_9_4,177.0,181.96266
1076_2016-05-30_10_4,196.0,201.65126
1076_2016-05-30_11_4,185.0,188.95508
1076_2016-05-30_12_4,173.0,159.17836
1076_2016-05-30_13_4,189.0,192.48564
1076_2016-05-30_14_4,182.0,212.08784
1076_2016-05-30_15_4,147.0,197.03941
1076_2016-05-30_16_4,105.0,176.14862
1076_2016-05-30_17_4,84.0,170.07355
1076_2016-05-30_18_4,46.0,105.949776
1076_2016-05-30_19_4,29.0,69.54935
1076_2016-05-30_20_4,15.0,34.19454
1076_2016-05-30_21_4,12.0,21.553282
1076_2016-05-30_22_4,4.0,12.501843
1076_2016-05-30_23_4,5.0,6.8118143
1076_2016-05-31_0_4,9.0,6.749928
1076_2016-05-31_1_4,22.0,16.019337
1076_2016-05-31_2_4,60.0,57.847656
1076_2016-05-31_3_4,130.0,120.757126
1076_2016-05-31_4_4,172.0,192.2495
1076_2016-05-31_5_4,157.0,161.52768
1076_2016-05-31_6_4,154.0,140.21182
1076_2016-05-31_7_4,161.0,161.80943
1076_2016-05-31_8_4,208.0,186.01624
1076_2016-05-31_9_4,177.0,191.23788
1076_2016-05-31_10_4,214.0,208.15009
1076_2016-05-31_11_4,208.0,181.84819
1076_2016-05-31_12_4,156.0,153.34062
1076_2016-05-31_13_4,202.0,180.2856
1076_2016-05-31_14_4,213.0,189.7007
1076_2016-05-31_15_4,167.0,184.16461
1076_2016-05-31_16_4,166.0,168.86592
1076_2016-05-31_17_4,173.0,164.28322
1077_2016-04-30_23_4,6.0,5.523951
1077_2016-05-01_0_4,4.0,4.1629896
1077_2016-05-01_1_4,6.0,5.103836
1077_2016-05-01_2_4,7.0,9.443805
1077_2016-05-01_3_4,16.0,16.869114
1077_2016-05-01_4_4,24.0,27.419573
1077_2016-05-01_5_4,64.0,59.675266
1077_2016-05-01_6_4,117.0,94.74155
1077_2016-05-01_7_4,109.0,96.60184
1077_2016-05-01_8_4,136.0,120.808624
1077_2016-05-01_9_4,117.0,119.30077
1077_2016-05-01_10_4,110.0,122.66199
1077_2016-05-01_11_4,99.0,123.148315
1077_2016-05-01_12_4,102.0,111.64062
1077_2016-05-01_13_4,91.0,112.60103
1077_2016-05-01_14_4,121.0,119.57846
1077_2016-05-01_15_4,90.0,106.02855
1077_2016-05-01_16_4,50.0,85.050545
1077_2016-05-01_17_4,50.0,71.09528
1077_2016-05-01_18_4,25.0,64.81787
1077_2016-05-01_19_4,17.0,28.641788
1077_2016-05-01_20_4,14.0,14.927313
1077_2016-05-01_21_4,4.0,5.397095
1077_2016-05-01_22_4,2.0,3.5479271
1077_2016-05-01_23_4,0.0,2.381133
1077_2016-05-02_0_4,2.0,2.541288
1077_2016-05-02_1_4,12.0,10.065998
1077_2016-05-02_2_4,73.0,64.29181
1077_2016-05-02_3_4,158.0,124.4946
1077_2016-05-02_4_4,202.0,164.0541
1077_2016-05-02_5_4,134.0,124.36825
1077_2016-05-02_6_4,95.0,105.59248
1077_2016-05-02_7_4,84.0,90.53646
1077_2016-05-02_8_4,85.0,108.021484
1077_2016-05-02_9_4,94.0,99.95183
1077_2016-05-02_10_4,88.0,101.58482
1077_2016-05-02_11_4,89.0,95.70414
1077_2016-05-02_12_4,84.0,83.687294
1077_2016-05-02_13_4,116.0,110.83053
1077_2016-05-02_14_4,149.0,146.17165
1077_2016-05-02_15_4,141.0,151.01884
1077_2016-05-02_16_4,136.0,120.13966
1077_2016-05-02_17_4,114.0,113.8996
1077_2016-05-02_18_4,66.0,85.14203
1077_2016-05-02_19_4,22.0,32.89092
1077_2016-05-02_20_4,26.0,22.104027
1077_2016-05-02_21_4,9.0,8.873115
1077_2016-05-02_22_4,1.0,5.017398
1077_2016-05-02_23_4,2.0,3.4731345
1077_2016-05-03_0_4,3.0,2.7476392
1077_2016-05-03_1_4,12.0,12.284322
1077_2016-05-03_2_4,85.0,74.49293
1077_2016-05-03_3_4,198.0,157.09218
1077_2016-05-03_4_4,268.0,207.17117
1077_2016-05-03_5_4,190.0,146.27574
1077_2016-05-03_6_4,131.0,112.12002
1077_2016-05-03_7_4,109.0,100.54205
1077_2016-05-03_8_4,93.0,112.72162
1077_2016-05-03_9_4,140.0,113.56027
1077_2016-05-03_10_4,97.0,114.345116
1077_2016-05-03_11_4,79.0,105.79138
1077_2016-05-03_12_4,80.0,84.73518
1077_2016-05-03_13_4,132.0,121.1218
1077_2016-05-03_14_4,163.0,145.91074
1077_2016-05-03_15_4,155.0,162.78477
1077_2016-05-03_16_4,143.0,154.6264
1077_2016-05-03_17_4,147.0,140.87395
1077_2016-05-03_18_4,89.0,109.84048
1077_2016-05-03_19_4,31.0,51.30259
1077_2016-05-03_20_4,30.0,28.032345
1077_2016-05-03_21_4,17.0,12.311947
1077_2016-05-03_22_4,4.0,4.9888945
1077_2016-05-03_23_4,2.0,2.8766553
1077_2016-05-04_0_4,2.0,3.4620793
1077_2016-05-04_1_4,11.0,14.904313
1077_2016-05-04_2_4,95.0,75.7891
1077_2016-05-04_3_4,189.0,162.5723
1077_2016-05-04_4_4,209.0,221.72998
1077_2016-05-04_5_4,156.0,165.00797
1077_2016-05-04_6_4,102.0,122.65601
1077_2016-05-04_7_4,106.0,118.23664
1077_2016-05-04_8_4,127.0,109.01363
1077_2016-05-04_9_4,101.0,123.28762
1077_2016-05-04_10_4,131.0,112.30258
1077_2016-05-04_11_4,92.0,97.70798
1077_2016-05-04_12_4,60.0,88.468124
1077_2016-05-04_13_4,108.0,116.43442
1077_2016-05-04_14_4,158.0,157.88599
1077_2016-05-04_15_4,159.0,163.35269
1077_2016-05-04_16_4,162.0,149.5113
1077_2016-05-04_17_4,148.0,140.33192
1077_2016-05-04_18_4,110.0,111.632805
1077_2016-05-04_19_4,33.0,50.70046
1077_2016-05-04_20_4,30.0,27.831478
1077_2016-05-04_21_4,6.0,13.145859
1077_2016-05-04_22_4,2.0,6.3676085
1077_2016-05-04_23_4,0.0,3.7607205
1077_2016-05-05_0_4,5.0,3.6480541
1077_2016-05-05_1_4,15.0,13.040447
1077_2016-05-05_2_4,91.0,80.16166
1077_2016-05-05_3_4,176.0,163.00471
1077_2016-05-05_4_4,248.0,210.69252
1077_2016-05-05_5_4,170.0,151.0861
1077_2016-05-05_6_4,110.0,118.104774
1077_2016-05-05_7_4,111.0,111.19732
1077_2016-05-05_8_4,133.0,123.610146
1077_2016-05-05_9_4,105.0,122.067535
1077_2016-05-05_10_4,125.0,127.50634
1077_2016-05-05_11_4,82.0,104.3182
1077_2016-05-05_12_4,79.0,81.32616
1077_2016-05-05_13_4,118.0,109.98701
1077_2016-05-05_14_4,136.0,141.65997
1077_2016-05-05_15_4,154.0,148.0524
1077_2016-05-05_16_4,178.0,152.3046
1077_2016-05-05_17_4,177.0,140.28679
1077_2016-05-05_18_4,146.0,111.91479
1077_2016-05-05_19_4,72.0,59.026566
1077_2016-05-05_20_4,47.0,38.85124
1077_2016-05-05_21_4,25.0,17.626963
1077_2016-05-05_22_4,5.0,10.624953
1077_2016-05-05_23_4,5.0,6.655543
1077_2016-05-06_0_4,6.0,8.960913
1077_2016-05-06_1_4,15.0,17.230543
1077_2016-05-06_2_4,88.0,74.69344
1077_2016-05-06_3_4,196.0,156.984
1077_2016-05-06_4_4,272.0,208.53915
1077_2016-05-06_5_4,205.0,144.7092
1077_2016-05-06_6_4,127.0,117.503586
1077_2016-05-06_7_4,119.0,120.39832
1077_2016-05-06_8_4,107.0,140.71512
1077_2016-05-06_9_4,109.0,130.78256
1077_2016-05-06_10_4,120.0,130.85188
1077_2016-05-06_11_4,106.0,110.30808
1077_2016-05-06_12_4,93.0,87.56752
1077_2016-05-06_13_4,126.0,119.652885
1077_2016-05-06_14_4,161.0,158.56853
1077_2016-05-06_15_4,153.0,163.89093
1077_2016-05-06_16_4,149.0,152.5154
1077_2016-05-06_17_4,146.0,139.03471
1077_2016-05-06_18_4,111.0,113.02029
1077_2016-05-06_19_4,68.0,70.25213
1077_2016-05-06_20_4,55.0,53.405037
1077_2016-05-06_21_4,44.0,24.889555
1077_2016-05-06_22_4,6.0,13.74061
1077_2016-05-06_23_4,8.0,9.504182
1077_2016-05-07_0_4,2.0,9.252136
1077_2016-05-07_1_4,1.0,11.623403
1077_2016-05-07_2_4,11.0,22.157951
1077_2016-05-07_3_4,36.0,43.600853
1077_2016-05-07_4_4,57.0,65.20308
1077_2016-05-07_5_4,60.0,87.33544
1077_2016-05-07_6_4,118.0,109.56323
1077_2016-05-07_7_4,137.0,109.98387
1077_2016-05-07_8_4,153.0,119.77987
1077_2016-05-07_9_4,157.0,117.726204
1077_2016-05-07_10_4,222.0,128.51724
1077_2016-05-07_11_4,210.0,122.66207
1077_2016-05-07_12_4,107.0,115.21033
1077_2016-05-07_13_4,108.0,137.63747
1077_2016-05-07_14_4,139.0,164.18802
1077_2016-05-07_15_4,151.0,158.16714
1077_2016-05-07_16_4,163.0,126.027214
1077_2016-05-07_17_4,116.0,116.68504
1077_2016-05-07_18_4,89.0,95.681114
1077_2016-05-07_19_4,65.0,71.352165
1077_2016-05-07_20_4,58.0,62.631615
1077_2016-05-07_21_4,28.0,23.2111
1077_2016-05-07_22_4,7.0,12.977304
1077_2016-05-07_23_4,4.0,11.200079
1077_2016-05-08_0_4,5.0,8.874658
1077_2016-05-08_1_4,5.0,10.943931
1077_2016-05-08_2_4,10.0,20.631495
1077_2016-05-08_3_4,26.0,30.097557
1077_2016-05-08_4_4,28.0,48.11304
1077_2016-05-08_5_4,60.0,72.93779
1077_2016-05-08_6_4,113.0,107.86911
1077_2016-05-08_7_4,127.0,115.157
1077_2016-05-08_8_4,114.0,126.885895
1077_2016-05-08_9_4,143.0,125.30832
1077_2016-05-08_10_4,183.0,136.86227
1077_2016-05-08_11_4,181.0,132.68105
1077_2016-05-08_12_4,155.0,108.350525
1077_2016-05-08_13_4,118.0,117.070114
1077_2016-05-08_14_4,115.0,129.11646
1077_2016-05-08_15_4,119.0,119.31335
1077_2016-05-08_16_4,107.0,106.51778
1077_2016-05-08_17_4,72.0,86.32672
1077_2016-05-08_18_4,65.0,60.54109
1077_2016-05-08_19_4,30.0,38.1925
1077_2016-05-08_20_4,21.0,26.760164
1077_2016-05-08_21_4,4.0,15.169484
1077_2016-05-08_22_4,1.0,7.916968
1077_2016-05-08_23_4,0.0,6.1486797
1077_2016-05-09_0_4,4.0,7.088366
1077_2016-05-09_1_4,23.0,15.440919
1077_2016-05-09_2_4,80.0,73.878944
1077_2016-05-09_3_4,155.0,149.55609
1077_2016-05-09_4_4,188.0,196.80765
1077_2016-05-09_5_4,127.0,138.01892
1077_2016-05-09_6_4,94.0,112.29708
1077_2016-05-09_7_4,93.0,99.213104
1077_2016-05-09_8_4,89.0,103.147484
1077_2016-05-09_9_4,78.0,107.12732
1077_2016-05-09_10_4,108.0,124.06626
1077_2016-05-09_11_4,92.0,113.920044
1077_2016-05-09_12_4,61.0,95.772995
1077_2016-05-09_13_4,120.0,115.94881
1077_2016-05-09_14_4,138.0,145.79015
1077_2016-05-09_15_4,147.0,145.48933
1077_2016-05-09_16_4,151.0,135.80757
1077_2016-05-09_17_4,125.0,116.83568
1077_2016-05-09_18_4,84.0,84.979935
1077_2016-05-09_19_4,35.0,34.204514
1077_2016-05-09_20_4,22.0,22.548641
1077_2016-05-09_21_4,15.0,8.90191
1077_2016-05-09_22_4,4.0,6.1587777
1077_2016-05-09_23_4,2.0,2.205759
1077_2016-05-10_0_4,5.0,3.558542
1077_2016-05-10_1_4,19.0,12.449198
1077_2016-05-10_2_4,85.0,79.216286
1077_2016-05-10_3_4,167.0,168.8421
1077_2016-05-10_4_4,236.0,224.90326
1077_2016-05-10_5_4,118.0,156.38165
1077_2016-05-10_6_4,101.0,111.84987
1077_2016-05-10_7_4,104.0,106.56948
1077_2016-05-10_8_4,95.0,103.82295
1077_2016-05-10_9_4,129.0,102.094734
1077_2016-05-10_10_4,110.0,116.64633
1077_2016-05-10_11_4,88.0,105.61614
1077_2016-05-10_12_4,82.0,77.48251
1077_2016-05-10_13_4,123.0,119.09545
1077_2016-05-10_14_4,158.0,139.08939
1077_2016-05-10_15_4,202.0,156.31445
1077_2016-05-10_16_4,188.0,162.45172
1077_2016-05-10_17_4,154.0,141.99315
1077_2016-05-10_18_4,91.0,109.0418
1077_2016-05-10_19_4,54.0,55.062443
1077_2016-05-10_20_4,32.0,29.696
1077_2016-05-10_21_4,14.0,13.6860285
1077_2016-05-10_22_4,5.0,6.323097
1077_2016-05-10_23_4,5.0,2.761622
1077_2016-05-11_0_4,3.0,3.4237504
1077_2016-05-11_1_4,7.0,14.029232
1077_2016-05-11_2_4,83.0,79.6471
1077_2016-05-11_3_4,157.0,165.48141
1077_2016-05-11_4_4,220.0,218.13562
1077_2016-05-11_5_4,150.0,140.17273
1077_2016-05-11_6_4,92.0,112.6109
1077_2016-05-11_7_4,121.0,112.57948
1077_2016-05-11_8_4,101.0,111.2069
1077_2016-05-11_9_4,129.0,118.79142
1077_2016-05-11_10_4,136.0,126.96423
1077_2016-05-11_11_4,115.0,102.50219
1077_2016-05-11_12_4,84.0,81.86252
1077_2016-05-11_13_4,130.0,119.89915
1077_2016-05-11_14_4,160.0,155.81909
1077_2016-05-11_15_4,166.0,173.44794
1077_2016-05-11_16_4,215.0,172.9897
1077_2016-05-11_17_4,162.0,155.31325
1077_2016-05-11_18_4,99.0,113.734024
1077_2016-05-11_19_4,77.0,53.60916
1077_2016-05-11_20_4,36.0,34.30086
1077_2016-05-11_21_4,15.0,13.797439
1077_2016-05-11_22_4,5.0,7.1870093
1077_2016-05-11_23_4,5.0,5.2504497
1077_2016-05-12_0_4,4.0,4.212407
1077_2016-05-12_1_4,21.0,15.142395
1077_2016-05-12_2_4,97.0,82.694275
1077_2016-05-12_3_4,154.0,164.0924
1077_2016-05-12_4_4,212.0,226.76804
1077_2016-05-12_5_4,124.0,146.33128
1077_2016-05-12_6_4,113.0,115.33721
1077_2016-05-12_7_4,120.0,117.251366
1077_2016-05-12_8_4,119.0,114.08945
1077_2016-05-12_9_4,130.0,120.93348
1077_2016-05-12_10_4,118.0,134.81134
1077_2016-05-12_11_4,113.0,111.93883
1077_2016-05-12_12_4,82.0,86.83618
1077_2016-05-12_13_4,112.0,118.587585
1077_2016-05-12_14_4,152.0,139.99982
1077_2016-05-12_15_4,174.0,159.60863
1077_2016-05-12_16_4,172.0,178.12129
1077_2016-05-12_17_4,166.0,145.35254
1077_2016-05-12_18_4,101.0,115.5288
1077_2016-05-12_19_4,87.0,75.22957
1077_2016-05-12_20_4,45.0,39.458454
1077_2016-05-12_21_4,14.0,20.87815
1077_2016-05-12_22_4,5.0,8.066639
1077_2016-05-12_23_4,8.0,5.718435
1077_2016-05-13_0_4,4.0,5.611187
1077_2016-05-13_1_4,18.0,16.470589
1077_2016-05-13_2_4,70.0,75.806114
1077_2016-05-13_3_4,145.0,148.18214
1077_2016-05-13_4_4,214.0,204.59032
1077_2016-05-13_5_4,134.0,129.09367
1077_2016-05-13_6_4,103.0,112.7815
1077_2016-05-13_7_4,114.0,118.16104
1077_2016-05-13_8_4,147.0,120.28554
1077_2016-05-13_9_4,85.0,121.334564
1077_2016-05-13_10_4,103.0,123.057
1077_2016-05-13_11_4,75.0,111.11636
1077_2016-05-13_12_4,55.0,90.53947
1077_2016-05-13_13_4,72.0,112.575165
1077_2016-05-13_14_4,137.0,153.2251
1077_2016-05-13_15_4,143.0,159.82677
1077_2016-05-13_16_4,136.0,153.42593
1077_2016-05-13_17_4,119.0,130.25452
1077_2016-05-13_18_4,75.0,91.34435
1077_2016-05-13_19_4,83.0,70.4437
1077_2016-05-13_20_4,41.0,43.4235
1077_2016-05-13_21_4,20.0,19.124296
1077_2016-05-13_22_4,3.0,8.605552
1077_2016-05-13_23_4,3.0,6.063978
1077_2016-05-14_0_4,8.0,3.3165812
1077_2016-05-14_1_4,7.0,4.5992045
1077_2016-05-14_2_4,20.0,11.9860735
1077_2016-05-14_3_4,37.0,24.700039
1077_2016-05-14_4_4,56.0,53.15728
1077_2016-05-14_5_4,86.0,64.88254
1077_2016-05-14_6_4,123.0,95.06276
1077_2016-05-14_7_4,129.0,111.14199
1077_2016-05-14_8_4,124.0,132.19861
1077_2016-05-14_9_4,127.0,124.705635
1077_2016-05-14_10_4,145.0,124.35782
1077_2016-05-14_11_4,146.0,114.45699
1077_2016-05-14_12_4,98.0,103.998566
1077_2016-05-14_13_4,145.0,114.042145
1077_2016-05-14_14_4,138.0,145.79994
1077_2016-05-14_15_4,140.0,146.07205
1077_2016-05-14_16_4,108.0,134.34581
1077_2016-05-14_17_4,77.0,117.32538
1077_2016-05-14_18_4,69.0,80.36135
1077_2016-05-14_19_4,69.0,73.40202
1077_2016-05-14_20_4,37.0,47.279953
1077_2016-05-14_21_4,24.0,19.677746
1077_2016-05-14_22_4,10.0,7.637059
1077_2016-05-14_23_4,1.0,4.8179855
1077_2016-05-15_0_4,4.0,3.3674922
1077_2016-05-15_1_4,9.0,6.012989
1077_2016-05-15_2_4,18.0,13.841931
1077_2016-05-15_3_4,32.0,21.76651
1077_2016-05-15_4_4,41.0,36.059856
1077_2016-05-15_5_4,84.0,60.966354
1077_2016-05-15_6_4,100.0,100.480156
1077_2016-05-15_7_4,143.0,115.27986
1077_2016-05-15_8_4,135.0,121.43671
1077_2016-05-15_9_4,121.0,123.32076
1077_2016-05-15_10_4,134.0,131.0012
1077_2016-05-15_11_4,108.0,133.35019
1077_2016-05-15_12_4,109.0,110.20578
1077_2016-05-15_13_4,119.0,122.06125
1077_2016-05-15_14_4,103.0,126.9236
1077_2016-05-15_15_4,100.0,115.823784
1077_2016-05-15_16_4,97.0,94.634834
1077_2016-05-15_17_4,56.0,74.03245
1077_2016-05-15_18_4,31.0,53.00074
1077_2016-05-15_19_4,15.0,37.73515
1077_2016-05-15_20_4,14.0,21.480053
1077_2016-05-15_21_4,7.0,7.9449987
1077_2016-05-15_22_4,2.0,3.102263
1077_2016-05-15_23_4,4.0,1.4939792
1077_2016-05-16_0_4,2.0,3.5993547
1077_2016-05-16_1_4,22.0,15.973488
1077_2016-05-16_2_4,90.0,73.18639
1077_2016-05-16_3_4,166.0,143.61874
1077_2016-05-16_4_4,235.0,187.44492
1077_2016-05-16_5_4,135.0,139.07008
1077_2016-05-16_6_4,120.0,105.46072
1077_2016-05-16_7_4,86.0,104.51985
1077_2016-05-16_8_4,119.0,108.49676
1077_2016-05-16_9_4,82.0,102.99625
1077_2016-05-16_10_4,86.0,116.840576
1077_2016-05-16_11_4,107.0,100.40228
1077_2016-05-16_12_4,90.0,87.796364
1077_2016-05-16_13_4,130.0,119.18323
1077_2016-05-16_14_4,130.0,147.53723
1077_2016-05-16_15_4,141.0,153.1487
1077_2016-05-16_16_4,143.0,146.38264
1077_2016-05-16_17_4,147.0,119.72858
1077_2016-05-16_18_4,71.0,75.98216
1077_2016-05-16_19_4,46.0,37.377632
1077_2016-05-16_20_4,21.0,20.327208
1077_2016-05-16_21_4,8.0,14.609441
1077_2016-05-16_22_4,2.0,5.226334
1077_2016-05-16_23_4,2.0,2.5617895
1077_2016-05-17_0_4,4.0,3.1950262
1077_2016-05-17_1_4,19.0,16.548843
1077_2016-05-17_2_4,86.0,85.79678
1077_2016-05-17_3_4,168.0,164.55032
1077_2016-05-17_4_4,247.0,232.28671
1077_2016-05-17_5_4,127.0,155.06111
1077_2016-05-17_6_4,123.0,117.91896
1077_2016-05-17_7_4,117.0,108.19882
1077_2016-05-17_8_4,118.0,115.30274
1077_2016-05-17_9_4,117.0,105.67698
1077_2016-05-17_10_4,117.0,110.838646
1077_2016-05-17_11_4,109.0,101.64615
1077_2016-05-17_12_4,77.0,84.02234
1077_2016-05-17_13_4,104.0,124.36075
1077_2016-05-17_14_4,151.0,144.34114
1077_2016-05-17_15_4,189.0,170.92752
1077_2016-05-17_16_4,192.0,167.86662
1077_2016-05-17_17_4,151.0,145.18431
1077_2016-05-17_18_4,119.0,101.77304
1077_2016-05-17_19_4,70.0,60.241974
1077_2016-05-17_20_4,33.0,31.524807
1077_2016-05-17_21_4,11.0,13.291646
1077_2016-05-17_22_4,5.0,5.3011074
1077_2016-05-17_23_4,4.0,4.606689
1077_2016-05-18_0_4,3.0,5.687267
1077_2016-05-18_1_4,16.0,16.342758
1077_2016-05-18_2_4,88.0,84.0173
1077_2016-05-18_3_4,175.0,166.19664
1077_2016-05-18_4_4,226.0,230.32649
1077_2016-05-18_5_4,166.0,152.95108
1077_2016-05-18_6_4,105.0,116.00517
1077_2016-05-18_7_4,122.0,121.029724
1077_2016-05-18_8_4,119.0,121.06427
1077_2016-05-18_9_4,126.0,121.92901
1077_2016-05-18_10_4,111.0,120.62545
1077_2016-05-18_11_4,77.0,107.96517
1077_2016-05-18_12_4,52.0,83.8871
1077_2016-05-18_13_4,93.0,117.997185
1077_2016-05-18_14_4,159.0,150.94986
1077_2016-05-18_15_4,168.0,171.3793
1077_2016-05-18_16_4,167.0,177.3492
1077_2016-05-18_17_4,141.0,148.78128
1077_2016-05-18_18_4,98.0,113.78282
1077_2016-05-18_19_4,69.0,68.10421
1077_2016-05-18_20_4,35.0,32.01619
1077_2016-05-18_21_4,8.0,12.429365
1077_2016-05-18_22_4,8.0,5.265953
1077_2016-05-18_23_4,2.0,2.7090287
1077_2016-05-19_0_4,8.0,3.8208356
1077_2016-05-19_1_4,23.0,14.771726
1077_2016-05-19_2_4,81.0,81.30157
1077_2016-05-19_3_4,185.0,160.61484
1077_2016-05-19_4_4,226.0,220.63911
1077_2016-05-19_5_4,145.0,153.06476
1077_2016-05-19_6_4,136.0,116.23725
1077_2016-05-19_7_4,108.0,121.05742
1077_2016-05-19_8_4,104.0,122.83268
1077_2016-05-19_9_4,106.0,122.17269
1077_2016-05-19_10_4,128.0,123.86169
1077_2016-05-19_11_4,101.0,102.67142
1077_2016-05-19_12_4,71.0,72.67961
1077_2016-05-19_13_4,96.0,101.59586
1077_2016-05-19_14_4,133.0,137.71388
1077_2016-05-19_15_4,168.0,160.75679
1077_2016-05-19_16_4,217.0,163.63216
1077_2016-05-19_17_4,158.0,138.42467
1077_2016-05-19_18_4,111.0,108.06659
1077_2016-05-19_19_4,82.0,74.037834
1077_2016-05-19_20_4,40.0,43.639687
1077_2016-05-19_21_4,14.0,21.171396
1077_2016-05-19_22_4,6.0,7.691169
1077_2016-05-19_23_4,2.0,5.7039456
1077_2016-05-20_0_4,10.0,5.9414024
1077_2016-05-20_1_4,18.0,18.227343
1077_2016-05-20_2_4,67.0,73.999504
1077_2016-05-20_3_4,169.0,153.18236
1077_2016-05-20_4_4,197.0,207.39894
1077_2016-05-20_5_4,140.0,137.64114
1077_2016-05-20_6_4,108.0,118.296844
1077_2016-05-20_7_4,117.0,120.236015
1077_2016-05-20_8_4,125.0,123.80015
1077_2016-05-20_9_4,114.0,112.70481
1077_2016-05-20_10_4,129.0,117.598495
1077_2016-05-20_11_4,101.0,99.49785
1077_2016-05-20_12_4,76.0,77.4877
1077_2016-05-20_13_4,110.0,103.00221
1077_2016-05-20_14_4,151.0,149.75519
1077_2016-05-20_15_4,187.0,160.30716
1077_2016-05-20_16_4,165.0,155.84575
1077_2016-05-20_17_4,128.0,129.65456
1077_2016-05-20_18_4,114.0,95.74741
1077_2016-05-20_19_4,75.0,79.557755
1077_2016-05-20_20_4,49.0,49.352737
1077_2016-05-20_21_4,18.0,20.819471
1077_2016-05-20_22_4,11.0,10.962625
1077_2016-05-20_23_4,4.0,6.037457
1077_2016-05-21_0_4,6.0,6.844033
1077_2016-05-21_1_4,2.0,8.778539
1077_2016-05-21_2_4,16.0,16.803463
1077_2016-05-21_3_4,29.0,38.355427
