,history,predict
1131_2016-05-19_9_3,168.0,151.40257
1131_2016-05-19_10_3,160.0,139.79007
1131_2016-05-19_11_3,179.0,149.48407
1131_2016-05-19_12_3,145.0,169.07562
1131_2016-05-19_13_3,131.0,139.6543
1131_2016-05-19_14_3,180.0,182.90265
1131_2016-05-19_15_3,286.0,249.4067
1131_2016-05-19_16_3,307.0,289.2915
1131_2016-05-19_17_3,311.0,280.68
1131_2016-05-19_18_3,252.0,228.12505
1131_2016-05-19_19_3,217.0,218.10493
1131_2016-05-19_20_3,197.0,188.70898
1131_2016-05-19_21_3,107.0,128.501
1131_2016-05-19_22_3,81.0,93.847046
1131_2016-05-19_23_3,60.0,64.6148
1131_2016-05-20_0_3,54.0,49.739414
1131_2016-05-20_1_3,33.0,28.900455
1131_2016-05-20_2_3,22.0,20.908203
1131_2016-05-20_3_3,62.0,49.67843
1131_2016-05-20_4_3,107.0,110.0588
1131_2016-05-20_5_3,199.0,193.39624
1131_2016-05-20_6_3,156.0,166.29654
1131_2016-05-20_7_3,140.0,139.03029
1131_2016-05-20_8_3,151.0,144.4892
1131_2016-05-20_9_3,172.0,157.28377
1131_2016-05-20_10_3,171.0,150.83853
1131_2016-05-20_11_3,147.0,161.38861
1131_2016-05-20_12_3,130.0,165.0817
1131_2016-05-20_13_3,123.0,143.39676
1131_2016-05-20_14_3,197.0,174.90236
1131_2016-05-20_15_3,294.0,235.5241
1131_2016-05-20_16_3,303.0,234.7293
1131_2016-05-20_17_3,273.0,235.9309
1131_2016-05-20_18_3,212.0,218.80331
1131_2016-05-20_19_3,240.0,236.57625
1131_2016-05-20_20_3,255.0,206.8612
1131_2016-05-20_21_3,272.0,189.90387
1131_2016-05-20_22_3,305.0,221.30838
1131_2016-05-20_23_3,321.0,248.15797
1131_2016-05-21_0_3,231.0,213.84926
1131_2016-05-21_1_3,112.0,128.99335
1131_2016-05-21_2_3,20.0,36.057766
1131_2016-05-21_3_3,19.0,28.132605
1131_2016-05-21_4_3,38.0,38.928856
1131_2016-05-21_5_3,83.0,68.570465
1131_2016-05-21_6_3,97.0,91.6348
1131_2016-05-21_7_3,116.0,130.82156
1131_2016-05-21_8_3,145.0,154.57265
1131_2016-05-21_9_3,164.0,165.16689
1131_2016-05-21_10_3,191.0,173.22055
1131_2016-05-21_11_3,204.0,184.12907
1131_2016-05-21_12_3,164.0,194.31575
1131_2016-05-21_13_3,166.0,179.474
1131_2016-05-21_14_3,158.0,196.79796
1131_2016-05-21_15_3,238.0,218.39613
1131_2016-05-21_16_3,240.0,217.75034
1131_2016-05-21_17_3,135.0,186.23613
1131_2016-05-21_18_3,146.0,183.12888
1131_2016-05-21_19_3,203.0,218.86505
1131_2016-05-21_20_3,188.0,214.42688
1131_2016-05-21_21_3,251.0,221.25986
1131_2016-05-21_22_3,317.0,276.7933
1131_2016-05-21_23_3,342.0,272.54892
1131_2016-05-22_0_3,332.0,259.65103
1131_2016-05-22_1_3,141.0,149.65497
1131_2016-05-22_2_3,28.0,32.811993
1131_2016-05-22_3_3,27.0,26.73765
1131_2016-05-22_4_3,27.0,34.48518
1131_2016-05-22_5_3,28.0,48.56523
1131_2016-05-22_6_3,70.0,72.47082
1131_2016-05-22_7_3,111.0,105.43421
1131_2016-05-22_8_3,114.0,128.28114
1131_2016-05-22_9_3,155.0,149.9107
1131_2016-05-22_10_3,164.0,167.76619
1131_2016-05-22_11_3,164.0,166.3318
1131_2016-05-22_12_3,167.0,170.38077
1131_2016-05-22_13_3,161.0,166.03609
1131_2016-05-22_14_3,176.0,168.29211
1131_2016-05-22_15_3,173.0,186.88983
1131_2016-05-22_16_3,188.0,173.77469
1131_2016-05-22_17_3,153.0,161.06476
1131_2016-05-22_18_3,151.0,162.89088
1131_2016-05-22_19_3,148.0,168.65802
1131_2016-05-22_20_3,116.0,118.07371
1131_2016-05-22_21_3,67.0,71.99825
1131_2016-05-22_22_3,65.0,52.17171
1131_2016-05-22_23_3,30.0,36.39525
1131_2016-05-23_0_3,30.0,24.732876
1131_2016-05-23_1_3,13.0,14.740621
1131_2016-05-23_2_3,17.0,19.113623
1131_2016-05-23_3_3,46.0,45.47242
1131_2016-05-23_4_3,93.0,105.12271
1131_2016-05-23_5_3,181.0,193.11116
1131_2016-05-23_6_3,123.0,163.17332
1131_2016-05-23_7_3,117.0,123.45312
1131_2016-05-23_8_3,89.0,121.68913
1131_2016-05-23_9_3,125.0,124.51282
1131_2016-05-23_10_3,126.0,132.15022
1131_2016-05-23_11_3,134.0,145.00801
1131_2016-05-23_12_3,153.0,166.40886
1131_2016-05-23_13_3,172.0,159.87074
1131_2016-05-23_14_3,223.0,193.07646
1131_2016-05-23_15_3,252.0,255.45654
1131_2016-05-23_16_3,212.0,225.00397
1131_2016-05-23_17_3,185.0,202.25925
1131_2016-05-23_18_3,214.0,163.6041
1131_2016-05-23_19_3,236.0,152.713
1131_2016-05-23_20_3,120.0,104.88702
1131_2016-05-23_21_3,53.0,64.86871
1131_2016-05-23_22_3,18.0,48.277252
1131_2016-05-23_23_3,16.0,27.096737
1131_2016-05-24_0_3,15.0,20.051142
1131_2016-05-24_1_3,12.0,7.898054
1131_2016-05-24_2_3,18.0,17.261967
1131_2016-05-24_3_3,48.0,54.01407
1131_2016-05-24_4_3,109.0,112.457344
1131_2016-05-24_5_3,223.0,212.76926
1131_2016-05-24_6_3,186.0,183.51707
1131_2016-05-24_7_3,110.0,138.52147
1131_2016-05-24_8_3,100.0,143.43839
1131_2016-05-24_9_3,110.0,155.6783
1131_2016-05-24_10_3,127.0,139.52979
1131_2016-05-24_11_3,153.0,157.6543
1131_2016-05-24_12_3,156.0,167.25179
1131_2016-05-24_13_3,159.0,149.44223
1131_2016-05-24_14_3,212.0,193.19646
1131_2016-05-24_15_3,259.0,260.7973
1131_2016-05-24_16_3,221.0,244.05318
1131_2016-05-24_17_3,176.0,219.25662
1131_2016-05-24_18_3,166.0,199.38988
1131_2016-05-24_19_3,182.0,183.01532
1131_2016-05-24_20_3,113.0,112.58607
1131_2016-05-24_21_3,57.0,58.22426
1131_2016-05-24_22_3,39.0,36.509438
1131_2016-05-24_23_3,22.0,22.885496
1131_2016-05-25_0_3,23.0,20.701881
1131_2016-05-25_1_3,16.0,11.143737
1131_2016-05-25_2_3,17.0,15.151096
1131_2016-05-25_3_3,48.0,49.9731
1131_2016-05-25_4_3,113.0,112.078865
1131_2016-05-25_5_3,195.0,216.29248
1131_2016-05-25_6_3,180.0,174.27745
1131_2016-05-25_7_3,136.0,141.80415
1131_2016-05-25_8_3,136.0,138.36269
1131_2016-05-25_9_3,141.0,152.98514
1131_2016-05-25_10_3,154.0,141.29012
1131_2016-05-25_11_3,142.0,155.91261
1131_2016-05-25_12_3,164.0,161.72194
1131_2016-05-25_13_3,155.0,144.38531
1131_2016-05-25_14_3,185.0,184.29799
1131_2016-05-25_15_3,305.0,263.99417
1131_2016-05-25_16_3,329.0,256.78647
1131_2016-05-25_17_3,264.0,225.45523
1131_2016-05-25_18_3,322.0,202.84477
1131_2016-05-25_19_3,276.0,223.14195
1131_2016-05-25_20_3,248.0,160.31374
1131_2016-05-25_21_3,179.0,128.59886
1131_2016-05-25_22_3,229.0,121.00379
1131_2016-05-25_23_3,151.0,136.93544
1131_2016-05-26_0_3,132.0,138.54482
1131_2016-05-26_1_3,52.0,62.564762
1131_2016-05-26_2_3,32.0,27.74563
1131_2016-05-26_3_3,58.0,59.05614
1131_2016-05-26_4_3,102.0,121.053
1131_2016-05-26_5_3,207.0,218.49161
1131_2016-05-26_6_3,175.0,190.01855
1131_2016-05-26_7_3,160.0,149.61029
1131_2016-05-26_8_3,121.0,148.22163
1131_2016-05-26_9_3,139.0,163.65762
1131_2016-05-26_10_3,149.0,160.887
1131_2016-05-26_11_3,148.0,160.50488
1131_2016-05-26_12_3,149.0,170.27747
1131_2016-05-26_13_3,128.0,149.84813
1131_2016-05-26_14_3,177.0,195.51862
1131_2016-05-26_15_3,256.0,299.39157
1131_2016-05-26_16_3,277.0,328.04333
1131_2016-05-26_17_3,234.0,285.0391
1131_2016-05-26_18_3,253.0,246.12132
1131_2016-05-26_19_3,213.0,223.89705
1131_2016-05-26_20_3,158.0,191.50894
1131_2016-05-26_21_3,123.0,137.12552
1131_2016-05-26_22_3,55.0,102.22454
1131_2016-05-26_23_3,45.0,64.3456
1131_2016-05-27_0_3,43.0,54.635086
1131_2016-05-27_1_3,21.0,29.337952
1131_2016-05-27_2_3,25.0,20.85748
1131_2016-05-27_3_3,52.0,47.578423
1131_2016-05-27_4_3,101.0,99.616905
1131_2016-05-27_5_3,177.0,200.12126
1131_2016-05-27_6_3,135.0,164.44862
1131_2016-05-27_7_3,116.0,140.48383
1131_2016-05-27_8_3,111.0,134.89886
1131_2016-05-27_9_3,137.0,144.07191
1131_2016-05-27_10_3,128.0,145.87234
1131_2016-05-27_11_3,157.0,144.40266
1131_2016-05-27_12_3,178.0,152.64848
1131_2016-05-27_13_3,145.0,134.23099
1131_2016-05-27_14_3,201.0,186.09123
1131_2016-05-27_15_3,230.0,256.6839
1131_2016-05-27_16_3,212.0,254.28091
1131_2016-05-27_17_3,203.0,233.61482
1131_2016-05-27_18_3,219.0,201.8111
1131_2016-05-27_19_3,235.0,215.33368
1131_2016-05-27_20_3,196.0,187.92189
1131_2016-05-27_21_3,161.0,191.58046
1131_2016-05-27_22_3,219.0,216.68906
1131_2016-05-27_23_3,212.0,245.67314
1131_2016-05-28_0_3,177.0,203.6661
1131_2016-05-28_1_3,95.0,113.8655
1131_2016-05-28_2_3,18.0,24.10505
1131_2016-05-28_3_3,25.0,23.734148
1131_2016-05-28_4_3,36.0,32.785194
1131_2016-05-28_5_3,50.0,60.834286
1131_2016-05-28_6_3,57.0,79.45196
1131_2016-05-28_7_3,75.0,113.815834
1131_2016-05-28_8_3,118.0,121.44902
1131_2016-05-28_9_3,117.0,142.01675
1131_2016-05-28_10_3,162.0,152.34908
1131_2016-05-28_11_3,181.0,169.90799
1131_2016-05-28_12_3,165.0,173.45665
1131_2016-05-28_13_3,177.0,165.63348
1131_2016-05-28_14_3,157.0,184.1099
1131_2016-05-28_15_3,212.0,206.7221
1131_2016-05-28_16_3,183.0,204.47305
1131_2016-05-28_17_3,213.0,167.39137
1131_2016-05-28_18_3,201.0,173.13266
1131_2016-05-28_19_3,197.0,202.40077
1131_2016-05-28_20_3,179.0,213.02223
1131_2016-05-28_21_3,195.0,214.5029
1131_2016-05-28_22_3,218.0,254.96295
1131_2016-05-28_23_3,228.0,252.9407
1131_2016-05-29_0_3,202.0,241.89613
1131_2016-05-29_1_3,102.0,132.87932
1131_2016-05-29_2_3,28.0,27.919504
1131_2016-05-29_3_3,22.0,26.902987
1131_2016-05-29_4_3,17.0,28.813944
1131_2016-05-29_5_3,37.0,36.62716
1131_2016-05-29_6_3,67.0,61.043503
1131_2016-05-29_7_3,70.0,83.90583
1131_2016-05-29_8_3,103.0,112.47347
1131_2016-05-29_9_3,105.0,130.61053
1131_2016-05-29_10_3,130.0,143.25018
1131_2016-05-29_11_3,176.0,153.12085
1131_2016-05-29_12_3,156.0,148.55
1131_2016-05-29_13_3,176.0,150.06718
1131_2016-05-29_14_3,166.0,159.247
1131_2016-05-29_15_3,211.0,171.68211
1131_2016-05-29_16_3,209.0,161.79489
1131_2016-05-29_17_3,218.0,150.83107
1131_2016-05-29_18_3,228.0,168.87238
1131_2016-05-29_19_3,214.0,169.71144
1131_2016-05-29_20_3,181.0,129.19798
1131_2016-05-29_21_3,196.0,79.49645
1131_2016-05-29_22_3,134.0,62.0377
1131_2016-05-29_23_3,115.0,38.935104
1131_2016-05-30_0_3,102.0,40.87179
1131_2016-05-30_1_3,43.0,20.809282
1131_2016-05-30_2_3,14.0,28.887861
1131_2016-05-30_3_3,12.0,57.083447
1131_2016-05-30_4_3,16.0,110.34973
1131_2016-05-30_5_3,19.0,183.41753
1131_2016-05-30_6_3,28.0,133.87926
1131_2016-05-30_7_3,45.0,85.1044
1131_2016-05-30_8_3,68.0,66.260124
1131_2016-05-30_9_3,86.0,81.65333
1131_2016-05-30_10_3,105.0,110.04603
1131_2016-05-30_11_3,109.0,137.45438
1131_2016-05-30_12_3,110.0,152.50726
1131_2016-05-30_13_3,118.0,155.84383
1131_2016-05-30_14_3,126.0,186.84209
1131_2016-05-30_15_3,151.0,239.89682
1131_2016-05-30_16_3,133.0,204.82404
1131_2016-05-30_17_3,113.0,174.1805
1131_2016-05-30_18_3,135.0,152.71512
1131_2016-05-30_19_3,141.0,132.73524
1131_2016-05-30_20_3,99.0,87.46336
1131_2016-05-30_21_3,38.0,48.55473
1131_2016-05-30_22_3,25.0,28.890703
1131_2016-05-30_23_3,20.0,17.254673
1131_2016-05-31_0_3,7.0,14.986891
1131_2016-05-31_1_3,5.0,7.629259
1131_2016-05-31_2_3,12.0,11.724893
1131_2016-05-31_3_3,39.0,38.47706
1131_2016-05-31_4_3,113.0,94.859795
1131_2016-05-31_5_3,208.0,187.5766
1131_2016-05-31_6_3,149.0,157.87993
1131_2016-05-31_7_3,109.0,118.18563
1131_2016-05-31_8_3,113.0,120.07727
1131_2016-05-31_9_3,128.0,123.71369
1131_2016-05-31_10_3,148.0,127.91071
1131_2016-05-31_11_3,179.0,146.94556
1131_2016-05-31_12_3,194.0,154.12578
1131_2016-05-31_13_3,144.0,148.48697
1131_2016-05-31_14_3,171.0,191.31555
1131_2016-05-31_15_3,243.0,254.22583
1131_2016-05-31_16_3,222.0,224.51521
1131_2016-05-31_17_3,190.0,188.77191
1132_2016-04-30_23_3,5.0,3.372575
1132_2016-05-01_0_3,4.0,5.1622047
1132_2016-05-01_1_3,2.0,1.8526903
1132_2016-05-01_2_3,0.0,1.7266014
1132_2016-05-01_3_3,0.0,3.259895
1132_2016-05-01_4_3,4.0,4.020638
1132_2016-05-01_5_3,9.0,8.739077
1132_2016-05-01_6_3,22.0,23.57118
1132_2016-05-01_7_3,32.0,37.001698
1132_2016-05-01_8_3,52.0,64.36351
1132_2016-05-01_9_3,61.0,70.27946
1132_2016-05-01_10_3,67.0,103.52497
1132_2016-05-01_11_3,79.0,102.546104
1132_2016-05-01_12_3,71.0,84.887276
1132_2016-05-01_13_3,87.0,67.32354
1132_2016-05-01_14_3,84.0,57.122135
1132_2016-05-01_15_3,58.0,53.004314
1132_2016-05-01_16_3,43.0,46.694473
1132_2016-05-01_17_3,27.0,31.673727
1132_2016-05-01_18_3,15.0,22.083748
1132_2016-05-01_19_3,10.0,18.912144
1132_2016-05-01_20_3,5.0,9.745508
1132_2016-05-01_21_3,7.0,4.956059
1132_2016-05-01_22_3,6.0,2.9020762
1132_2016-05-01_23_3,9.0,2.1378934
1132_2016-05-02_0_3,3.0,2.1568522
1132_2016-05-02_1_3,1.0,1.9924692
1132_2016-05-02_2_3,3.0,2.5354404
1132_2016-05-02_3_3,15.0,9.290465
1132_2016-05-02_4_3,34.0,30.409254
1132_2016-05-02_5_3,65.0,47.40932
1132_2016-05-02_6_3,84.0,59.421654
1132_2016-05-02_7_3,71.0,57.23126
1132_2016-05-02_8_3,88.0,70.627304
1132_2016-05-02_9_3,82.0,92.89105
1132_2016-05-02_10_3,112.0,91.895645
1132_2016-05-02_11_3,114.0,99.67058
1132_2016-05-02_12_3,98.0,63.09254
1132_2016-05-02_13_3,108.0,71.1496
1132_2016-05-02_14_3,115.0,81.79994
1132_2016-05-02_15_3,109.0,70.60294
1132_2016-05-02_16_3,48.0,55.01276
1132_2016-05-02_17_3,17.0,33.485146
1132_2016-05-02_18_3,18.0,31.555258
1132_2016-05-02_19_3,14.0,13.8207245
1132_2016-05-02_20_3,3.0,6.9779005
1132_2016-05-02_21_3,2.0,4.1465206
1132_2016-05-02_22_3,0.0,2.371528
1132_2016-05-02_23_3,0.0,1.8898101
1132_2016-05-03_0_3,2.0,1.3083763
1132_2016-05-03_1_3,0.0,1.5926206
1132_2016-05-03_2_3,1.0,1.7367369
1132_2016-05-03_3_3,19.0,13.923628
1132_2016-05-03_4_3,40.0,36.911762
1132_2016-05-03_5_3,70.0,59.35786
1132_2016-05-03_6_3,94.0,79.35695
1132_2016-05-03_7_3,98.0,73.443535
1132_2016-05-03_8_3,92.0,94.22145
1132_2016-05-03_9_3,122.0,101.82853
1132_2016-05-03_10_3,133.0,117.3267
1132_2016-05-03_11_3,124.0,97.9435
1132_2016-05-03_12_3,124.0,87.448135
1132_2016-05-03_13_3,94.0,80.109985
1132_2016-05-03_14_3,100.0,88.90406
1132_2016-05-03_15_3,119.0,102.67069
1132_2016-05-03_16_3,37.0,54.490753
1132_2016-05-03_17_3,33.0,34.131447
1132_2016-05-03_18_3,26.0,37.658752
1132_2016-05-03_19_3,9.0,14.437505
1132_2016-05-03_20_3,12.0,10.10448
1132_2016-05-03_21_3,7.0,3.688822
1132_2016-05-03_22_3,4.0,2.0205529
1132_2016-05-03_23_3,6.0,1.746891
1132_2016-05-04_0_3,4.0,1.6459038
1132_2016-05-04_1_3,5.0,1.6763741
1132_2016-05-04_2_3,2.0,2.50316
1132_2016-05-04_3_3,22.0,16.855587
1132_2016-05-04_4_3,42.0,38.321835
1132_2016-05-04_5_3,59.0,58.691254
1132_2016-05-04_6_3,83.0,79.34232
1132_2016-05-04_7_3,79.0,77.94496
1132_2016-05-04_8_3,104.0,76.241936
1132_2016-05-04_9_3,134.0,90.929886
1132_2016-05-04_10_3,122.0,91.55764
1132_2016-05-04_11_3,115.0,96.29593
1132_2016-05-04_12_3,58.0,98.07895
1132_2016-05-04_13_3,52.0,73.659164
1132_2016-05-04_14_3,62.0,89.95048
1132_2016-05-04_15_3,78.0,70.45034
1132_2016-05-04_16_3,63.0,46.447582
1132_2016-05-04_17_3,55.0,38.43591
1132_2016-05-04_18_3,24.0,29.419569
1132_2016-05-04_19_3,27.0,27.192303
1132_2016-05-04_20_3,6.0,15.061177
1132_2016-05-04_21_3,10.0,4.6465178
1132_2016-05-04_22_3,5.0,2.8255875
1132_2016-05-04_23_3,2.0,1.6228961
1132_2016-05-05_0_3,0.0,1.6133671
1132_2016-05-05_1_3,0.0,1.5417271
1132_2016-05-05_2_3,3.0,2.8507423
1132_2016-05-05_3_3,12.0,14.310799
1132_2016-05-05_4_3,36.0,36.79228
1132_2016-05-05_5_3,47.0,56.763874
1132_2016-05-05_6_3,64.0,68.206566
1132_2016-05-05_7_3,46.0,72.33818
1132_2016-05-05_8_3,54.0,84.898705
1132_2016-05-05_9_3,56.0,99.17025
1132_2016-05-05_10_3,33.0,81.46448
1132_2016-05-05_11_3,51.0,73.10768
1132_2016-05-05_12_3,36.0,36.701527
1132_2016-05-05_13_3,39.0,25.602833
1132_2016-05-05_14_3,50.0,46.170116
1132_2016-05-05_15_3,64.0,67.56061
1132_2016-05-05_16_3,55.0,56.893932
1132_2016-05-05_17_3,46.0,41.069584
1132_2016-05-05_18_3,50.0,31.461971
1132_2016-05-05_19_3,45.0,28.453054
1132_2016-05-05_20_3,28.0,10.839493
1132_2016-05-05_21_3,16.0,12.683879
1132_2016-05-05_22_3,7.0,8.759584
1132_2016-05-05_23_3,0.0,5.7656975
1132_2016-05-06_0_3,4.0,1.3643537
1132_2016-05-06_1_3,3.0,1.2927709
1132_2016-05-06_2_3,1.0,2.0843494
1132_2016-05-06_3_3,13.0,11.389804
1132_2016-05-06_4_3,38.0,30.916023
1132_2016-05-06_5_3,40.0,41.684547
1132_2016-05-06_6_3,56.0,61.69642
1132_2016-05-06_7_3,44.0,57.03679
1132_2016-05-06_8_3,59.0,59.221813
1132_2016-05-06_9_3,29.0,58.513664
1132_2016-05-06_10_3,50.0,48.599297
1132_2016-05-06_11_3,34.0,62.71101
1132_2016-05-06_12_3,33.0,37.312855
1132_2016-05-06_13_3,34.0,50.23436
1132_2016-05-06_14_3,43.0,55.36204
1132_2016-05-06_15_3,65.0,67.10805
1132_2016-05-06_16_3,65.0,61.89058
1132_2016-05-06_17_3,32.0,39.41316
1132_2016-05-06_18_3,23.0,37.036087
1132_2016-05-06_19_3,25.0,34.416622
1132_2016-05-06_20_3,26.0,18.11148
1132_2016-05-06_21_3,9.0,8.78275
1132_2016-05-06_22_3,5.0,6.4006705
1132_2016-05-06_23_3,3.0,3.9657376
1132_2016-05-07_0_3,1.0,2.0890846
1132_2016-05-07_1_3,2.0,1.740123
1132_2016-05-07_2_3,1.0,1.6208124
1132_2016-05-07_3_3,5.0,3.196793
1132_2016-05-07_4_3,12.0,7.0732675
1132_2016-05-07_5_3,22.0,16.680876
1132_2016-05-07_6_3,33.0,41.666363
1132_2016-05-07_7_3,40.0,51.19275
1132_2016-05-07_8_3,66.0,72.250114
1132_2016-05-07_9_3,61.0,69.80989
1132_2016-05-07_10_3,64.0,82.27564
1132_2016-05-07_11_3,92.0,86.871994
1132_2016-05-07_12_3,41.0,64.58597
1132_2016-05-07_13_3,62.0,57.575134
1132_2016-05-07_14_3,54.0,71.14102
1132_2016-05-07_15_3,59.0,55.498375
1132_2016-05-07_16_3,43.0,60.767708
1132_2016-05-07_17_3,44.0,34.460606
1132_2016-05-07_18_3,28.0,27.948181
1132_2016-05-07_19_3,33.0,21.938972
1132_2016-05-07_20_3,25.0,28.764414
1132_2016-05-07_21_3,36.0,11.772102
1132_2016-05-07_22_3,13.0,7.231184
1132_2016-05-07_23_3,2.0,2.9388654
1132_2016-05-08_0_3,3.0,8.282647
1132_2016-05-08_1_3,1.0,1.5820588
1132_2016-05-08_2_3,1.0,1.6316652
1132_2016-05-08_3_3,4.0,3.705387
1132_2016-05-08_4_3,6.0,5.4704423
1132_2016-05-08_5_3,2.0,12.400069
1132_2016-05-08_6_3,26.0,25.594938
1132_2016-05-08_7_3,36.0,38.658367
1132_2016-05-08_8_3,51.0,66.76414
1132_2016-05-08_9_3,71.0,73.304565
1132_2016-05-08_10_3,52.0,90.41326
1132_2016-05-08_11_3,50.0,99.81105
1132_2016-05-08_12_3,45.0,73.45166
1132_2016-05-08_13_3,52.0,46.74498
1132_2016-05-08_14_3,53.0,46.635765
1132_2016-05-08_15_3,61.0,43.792194
1132_2016-05-08_16_3,44.0,29.854816
1132_2016-05-08_17_3,27.0,24.331947
1132_2016-05-08_18_3,19.0,22.32157
1132_2016-05-08_19_3,15.0,18.446373
1132_2016-05-08_20_3,14.0,7.589581
1132_2016-05-08_21_3,16.0,7.713001
1132_2016-05-08_22_3,14.0,3.663376
1132_2016-05-08_23_3,16.0,2.7415574
1132_2016-05-09_0_3,7.0,2.5115473
1132_2016-05-09_1_3,6.0,2.8000073
1132_2016-05-09_2_3,1.0,5.8393426
1132_2016-05-09_3_3,9.0,12.139961
1132_2016-05-09_4_3,34.0,32.27901
1132_2016-05-09_5_3,36.0,48.650745
1132_2016-05-09_6_3,57.0,61.049934
1132_2016-05-09_7_3,39.0,59.283714
1132_2016-05-09_8_3,56.0,66.407524
1132_2016-05-09_9_3,55.0,85.35004
1132_2016-05-09_10_3,49.0,70.95776
1132_2016-05-09_11_3,43.0,72.24781
1132_2016-05-09_12_3,47.0,44.748768
1132_2016-05-09_13_3,39.0,41.21114
1132_2016-05-09_14_3,44.0,48.53373
1132_2016-05-09_15_3,40.0,58.730755
1132_2016-05-09_16_3,47.0,38.574135
1132_2016-05-09_17_3,56.0,17.385664
1132_2016-05-09_18_3,64.0,13.636906
1132_2016-05-09_19_3,107.0,16.947382
1132_2016-05-09_20_3,66.0,17.645363
1132_2016-05-09_21_3,16.0,19.532656
1132_2016-05-09_22_3,4.0,33.331223
1132_2016-05-09_23_3,4.0,18.971565
1132_2016-05-10_0_3,0.0,2.4074342
1132_2016-05-10_1_3,1.0,1.7619736
1132_2016-05-10_2_3,2.0,1.5807264
1132_2016-05-10_3_3,15.0,10.426769
1132_2016-05-10_4_3,43.0,37.14403
1132_2016-05-10_5_3,50.0,51.11591
1132_2016-05-10_6_3,49.0,68.3105
1132_2016-05-10_7_3,54.0,65.56517
1132_2016-05-10_8_3,55.0,79.96219
1132_2016-05-10_9_3,51.0,75.32635
1132_2016-05-10_10_3,46.0,74.80262
1132_2016-05-10_11_3,48.0,58.71149
1132_2016-05-10_12_3,29.0,43.833244
1132_2016-05-10_13_3,29.0,31.506372
1132_2016-05-10_14_3,55.0,47.497406
1132_2016-05-10_15_3,42.0,44.643402
1132_2016-05-10_16_3,66.0,43.384876
1132_2016-05-10_17_3,75.0,40.399345
1132_2016-05-10_18_3,32.0,36.016502
1132_2016-05-10_19_3,30.0,50.145924
1132_2016-05-10_20_3,8.0,31.920416
1132_2016-05-10_21_3,2.0,4.916553
1132_2016-05-10_22_3,5.0,2.6930919
1132_2016-05-10_23_3,8.0,2.8400292
1132_2016-05-11_0_3,8.0,1.8256669
1132_2016-05-11_1_3,6.0,1.6233534
1132_2016-05-11_2_3,0.0,2.4844074
1132_2016-05-11_3_3,13.0,16.611015
1132_2016-05-11_4_3,41.0,38.893085
1132_2016-05-11_5_3,59.0,45.174557
1132_2016-05-11_6_3,80.0,60.538353
1132_2016-05-11_7_3,54.0,61.87801
1132_2016-05-11_8_3,44.0,65.1439
1132_2016-05-11_9_3,46.0,68.99531
1132_2016-05-11_10_3,43.0,56.637177
1132_2016-05-11_11_3,47.0,42.418255
1132_2016-05-11_12_3,34.0,37.440296
1132_2016-05-11_13_3,34.0,36.983593
1132_2016-05-11_14_3,47.0,58.176537
1132_2016-05-11_15_3,64.0,55.375546
1132_2016-05-11_16_3,56.0,61.083572
1132_2016-05-11_17_3,37.0,52.826035
1132_2016-05-11_18_3,62.0,37.102108
1132_2016-05-11_19_3,42.0,27.183
1132_2016-05-11_20_3,15.0,6.8804116
1132_2016-05-11_21_3,8.0,13.337851
1132_2016-05-11_22_3,2.0,3.357086
1132_2016-05-11_23_3,1.0,2.2857938
1132_2016-05-12_0_3,0.0,1.7021167
1132_2016-05-12_1_3,3.0,1.7555609
1132_2016-05-12_2_3,2.0,2.1932158
1132_2016-05-12_3_3,13.0,10.410792
1132_2016-05-12_4_3,48.0,38.11498
1132_2016-05-12_5_3,64.0,56.758217
1132_2016-05-12_6_3,76.0,69.18464
1132_2016-05-12_7_3,44.0,65.29268
1132_2016-05-12_8_3,61.0,68.0608
1132_2016-05-12_9_3,47.0,65.84187
1132_2016-05-12_10_3,52.0,53.27871
1132_2016-05-12_11_3,50.0,60.311764
1132_2016-05-12_12_3,43.0,47.076492
1132_2016-05-12_13_3,58.0,37.13949
1132_2016-05-12_14_3,57.0,56.381466
1132_2016-05-12_15_3,80.0,68.35087
1132_2016-05-12_16_3,77.0,65.87381
1132_2016-05-12_17_3,73.0,42.91612
1132_2016-05-12_18_3,102.0,54.978394
1132_2016-05-12_19_3,83.0,43.012688
1132_2016-05-12_20_3,44.0,26.928562
1132_2016-05-12_21_3,5.0,23.98226
1132_2016-05-12_22_3,4.0,13.64592
1132_2016-05-12_23_3,2.0,7.3130336
1132_2016-05-13_0_3,2.0,1.673721
1132_2016-05-13_1_3,0.0,1.7617929
1132_2016-05-13_2_3,1.0,1.8180649
1132_2016-05-13_3_3,7.0,10.235689
1132_2016-05-13_4_3,34.0,31.504164
1132_2016-05-13_5_3,59.0,47.216858
1132_2016-05-13_6_3,56.0,63.234955
1132_2016-05-13_7_3,68.0,50.351307
1132_2016-05-13_8_3,75.0,69.0063
1132_2016-05-13_9_3,53.0,52.520954
1132_2016-05-13_10_3,62.0,69.54903
1132_2016-05-13_11_3,56.0,66.40519
1132_2016-05-13_12_3,51.0,50.51852
1132_2016-05-13_13_3,53.0,56.82169
1132_2016-05-13_14_3,48.0,65.11473
1132_2016-05-13_15_3,68.0,78.46277
1132_2016-05-13_16_3,65.0,75.57835
1132_2016-05-13_17_3,66.0,46.462204
1132_2016-05-13_18_3,35.0,46.20575
1132_2016-05-13_19_3,37.0,41.58716
